Geo Point,Geo Shape,lib_voie,motdir,no,commune,insee,nb_places,coord_x,coord_y
"43.61092381496832,1.4560176527218676","{""coordinates"": [[1.456017652721868, 43.61092381496832]], ""type"": ""MultiPoint""}",RUE RENE LEDUC,LEDUC (RUE RENE LEDUC),,TOULOUSE,31555,14,1.456018,43.610924
"43.63415422526997,1.4717479810389154","{""coordinates"": [[1.471747981038915, 43.63415422526997]], ""type"": ""MultiPoint""}",RUE ANDRE VASSEUR,VASSEUR (RUE ANDRE VASSEUR),16,TOULOUSE,31555,3,1.471748,43.634154
"43.60307657067946,1.4421204987729543","{""coordinates"": [[1.442120498772954, 43.60307657067946]], ""type"": ""MultiPoint""}",RUE DES GESTES,GESTES (RUE DES GESTES),2B,TOULOUSE,31555,8,1.442121,43.603077
"43.606468512529965,1.438470860350792","{""coordinates"": [[1.438470860350792, 43.606468512529965]], ""type"": ""MultiPoint""}",RUE DU DOYEN GABRIEL MARTY,MARTY (RUE DU DOYEN GABRIEL MARTY),2,TOULOUSE,31555,4,1.438471,43.606469
"43.602329039362935,1.4409491690585585","{""coordinates"": [[1.440949169058559, 43.602329039362935]], ""type"": ""MultiPoint""}",RUE LEON GAMBETTA,GAMBETTA (RUE LEON GAMBETTA),1,TOULOUSE,31555,10,1.440949,43.602329
"43.553279385055916,1.5289772910815411","{""coordinates"": [[1.528977291081541, 43.553279385055916]], ""type"": ""MultiPoint""}",PL JEAN BELLIERES,BELLIERES - 0001 PL JEAN BELLIERES,1,SAINT-ORENS-DE-GAMEVILLE,31506,4,1.528977,43.553279
"43.55313274692571,1.5292523523728896","{""coordinates"": [[1.52925235237289, 43.55313274692571]], ""type"": ""MultiPoint""}",PL JEAN BELLIERES,BELLIERES - 0001 PL JEAN BELLIERES,1,SAINT-ORENS-DE-GAMEVILLE,31506,4,1.529252,43.553133
"43.603557722505116,1.4566626296163894","{""coordinates"": [[1.456662629616389, 43.603557722505116]], ""type"": ""MultiPoint""}",BD PR LEOPOLD ESCANDE,ESCANDE (BD PR LEOPOLD ESCANDE),11,TOULOUSE,31555,10,1.456663,43.603558
"43.610052247022416,1.4342550702178567","{""coordinates"": [[1.434255070217857, 43.610052247022416]], ""type"": ""MultiPoint""}",BD LASCROSSES,LASCROSSES (BD LASCROSSES),21,TOULOUSE,31555,8,1.434255,43.610052
"43.61125593614343,1.4382805289964786","{""coordinates"": [[1.438280528996479, 43.61125593614343]], ""type"": ""MultiPoint""}",BD LASCROSSES,LASCROSSES (BD LASCROSSES),3,TOULOUSE,31555,6,1.438281,43.611256
"43.61897149472891,1.2845275263023246","{""coordinates"": [[1.284527526302325, 43.61897149472891]], ""type"": ""MultiPoint""}",PAS DES CAPELLES,GERMAINE (ESP SAINTE GERMAINE),,PIBRAC,31417,8,1.284528,43.618971
"43.595589745849985,1.4335355381841561","{""coordinates"": [[1.433535538184156, 43.595589745849985]], ""type"": ""MultiPoint""}",RUE COUPEFER,COUPEFER (RUE COUPEFER),4,TOULOUSE,31555,2,1.433536,43.59559
"43.63992460379132,1.3826497717922537","{""coordinates"": [[1.382649771792254, 43.63992460379132]], ""type"": ""MultiPoint""}",RUE DES MUGUETS,MUGUETS - 0015 RUE DES MUGUETS,15,BLAGNAC,31069,6,1.38265,43.639925
"43.64058504840809,1.4528103778614743","{""coordinates"": [[1.452810377861474, 43.64058504840809]], ""type"": ""MultiPoint""}",CARR DE LA MAOURINE,MAOURINE (CARR DE LA MAOURINE),1,TOULOUSE,31555,16,1.45281,43.640585
"43.60842320772217,1.4428620789354527","{""coordinates"": [[1.442862078935453, 43.60842320772217]], ""type"": ""MultiPoint""}",PL SAINT SERNIN,SERNIN (PL SAINT SERNIN),8,TOULOUSE,31555,6,1.442862,43.608423
"43.6089657800307,1.4421091536446626","{""coordinates"": [[1.442109153644663, 43.6089657800307]], ""type"": ""MultiPoint""}",PL SAINT SERNIN,SERNIN (PL SAINT SERNIN),15,TOULOUSE,31555,10,1.442109,43.608966
"43.635482085406835,1.3986293337781441","{""coordinates"": [[1.398629333778144, 43.635482085406835]], ""type"": ""MultiPoint""}",PL DES ARTS,ARTS (PL DES ARTS),,BLAGNAC,31069,10,1.398629,43.635482
"43.60582490718732,1.452902321395738","{""coordinates"": [[1.452902321395738, 43.60582490718732]], ""type"": ""MultiPoint""}",PL DE DAMLOUP,DAMLOUP (PL DE DAMLOUP),9,TOULOUSE,31555,6,1.452902,43.605825
"43.6073541395021,1.4377647900828638","{""coordinates"": [[1.437764790082864, 43.6073541395021]], ""type"": ""MultiPoint""}",RUE DES PUITS CREUSES,CREUSES (RUE DES PUITS CREUSES),4,TOULOUSE,31555,16,1.437765,43.607354
"43.523611007531336,1.342959500895281","{""coordinates"": [[1.342959500895281, 43.523611007531336]], ""type"": ""MultiPoint""}",AV DE FRANCAZAL,FRANCAZAL - 0002 AV DE FRANCAZAL,2,VILLENEUVE-TOLOSANE,31588,4,1.34296,43.523611
"43.596101998152385,1.4536286885029732","{""coordinates"": [[1.453628688502973, 43.596101998152385]], ""type"": ""MultiPoint""}",BOULINGRIN,BOULINGRIN (BOULINGRIN),,TOULOUSE,31555,8,1.453629,43.596102
"43.692938036989055,1.4292989535231269","{""coordinates"": [[1.429298953523127, 43.692938036989055]], ""type"": ""MultiPoint""}",RUE DU PONT FAURE,FAURE - 0002 RUE DU PONT FAURE,2,CASTELGINEST,31116,6,1.429299,43.692938
"43.594725671547906,1.4977215822492995","{""coordinates"": [[1.4977215822493, 43.594725671547906]], ""type"": ""MultiPoint""}",RTE DE CASTRES,CASTRES (RTE DE CASTRES),11,BALMA,31044,16,1.497722,43.594726
"43.608935520361015,1.4478222638441822","{""coordinates"": [[1.447822263844182, 43.608935520361015]], ""type"": ""MultiPoint""}",RUE DE BAYARD,BAYARD (RUE DE BAYARD),15,TOULOUSE,31555,10,1.447822,43.608936
"43.609300399274744,1.4484886129141261","{""coordinates"": [[1.448488612914126, 43.609300399274744]], ""type"": ""MultiPoint""}",RUE DE BAYARD,BAYARD (RUE DE BAYARD),21,TOULOUSE,31555,6,1.448489,43.6093
"43.59458609913129,1.4570065663814116","{""coordinates"": [[1.457006566381412, 43.59458609913129]], ""type"": ""MultiPoint""}",BD BERNARD GRIFFOUL DORVAL,DORVAL (BD BERNARD GRIFFOUL DORVAL),35,TOULOUSE,31555,6,1.457007,43.594586
"43.593617532692946,1.4578501160269515","{""coordinates"": [[1.457850116026951, 43.593617532692946]], ""type"": ""MultiPoint""}",BD BERNARD GRIFFOUL DORVAL,DORVAL (BD BERNARD GRIFFOUL DORVAL),28,TOULOUSE,31555,6,1.45785,43.593618
"43.593527753761464,1.427955551160436","{""coordinates"": [[1.427955551160436, 43.593527753761464]], ""type"": ""MultiPoint""}",RUE GAZAGNE,GAZAGNE (RUE GAZAGNE),15,TOULOUSE,31555,6,1.427956,43.593528
"43.60750800816672,1.4441876463696326","{""coordinates"": [[1.444187646369633, 43.60750800816672]], ""type"": ""MultiPoint""}",RUE DE PERIGORD,PERIGORD (RUE DE PERIGORD),1B,TOULOUSE,31555,14,1.444188,43.607508
"43.607450811458015,1.443582725563201","{""coordinates"": [[1.443582725563201, 43.607450811458015]], ""type"": ""MultiPoint""}",RUE DE PERIGORD,PERIGORD (RUE DE PERIGORD),1B,TOULOUSE,31555,6,1.443583,43.607451
"43.623759062541545,1.49584708352395","{""coordinates"": [[1.49584708352395, 43.623759062541545]], ""type"": ""MultiPoint""}",RUE MARCEL PAGNOL,PAGNOL (RUE MARCEL PAGNOL),5,BALMA,31044,8,1.495847,43.623759
"43.623307149278595,1.4966269396049603","{""coordinates"": [[1.49662693960496, 43.623307149278595]], ""type"": ""MultiPoint""}",RUE MARCEL PAGNOL,PAGNOL (RUE MARCEL PAGNOL),11,BALMA,31044,8,1.496627,43.623307
"43.606604100534994,1.4424214072575932","{""coordinates"": [[1.442421407257593, 43.606604100534994]], ""type"": ""MultiPoint""}",RUE DU TAUR,TAUR (RUE DU TAUR),44,TOULOUSE,31555,4,1.442462,43.606656
"43.59156089998074,1.4472448830406028","{""coordinates"": [[1.447244883040603, 43.59156089998074]], ""type"": ""MultiPoint""}",RUE DES TRENTE SIX PONTS,PONTS (RUE DES TRENTE SIX PONTS),36,TOULOUSE,31555,4,1.447245,43.591561
"43.60384091911199,1.4361113159291128","{""coordinates"": [[1.436111315929113, 43.60384091911199]], ""type"": ""MultiPoint""}",RUE PARGAMINIERES,PARGAMINIERES (RUE PARGAMINIERES),1,TOULOUSE,31555,28,1.436111,43.603841
"43.605938266039225,1.4483124118150676","{""coordinates"": [[1.448312411815068, 43.605938266039225]], ""type"": ""MultiPoint""}",BD DE STRASBOURG,STRASBOURG (BD DE STRASBOURG),1,TOULOUSE,31555,8,1.448334,43.605914
"43.57938941451729,1.4840791683920689","{""coordinates"": [[1.484079168392069, 43.57938941451729]], ""type"": ""MultiPoint""}",RUE RAYMOND CORRAZE,CORRAZE (RUE RAYMOND CORRAZE),3,TOULOUSE,31555,4,1.484079,43.579389
"43.63970880264761,1.4527890432615564","{""coordinates"": [[1.452789043261556, 43.63970880264761]], ""type"": ""MultiPoint""}",RUE LOUISE WEISS,WEISS (RUE LOUISE WEISS),9,TOULOUSE,31555,5,1.452789,43.639709
"43.597204722001834,1.4596003109300233","{""coordinates"": [[1.459600310930023, 43.597204722001834]], ""type"": ""MultiPoint""}",AV JEAN RIEUX,RIEUX (AV JEAN RIEUX),6B,TOULOUSE,31555,4,1.4596,43.597205
"43.59359071828254,1.4663903047845375","{""coordinates"": [[1.466390304784537, 43.59359071828254]], ""type"": ""MultiPoint""}",AV JEAN RIEUX,RIEUX (AV JEAN RIEUX),131,TOULOUSE,31555,8,1.46639,43.593591
"43.59741381895884,1.4301893003506239","{""coordinates"": [[1.430189300350624, 43.59741381895884]], ""type"": ""MultiPoint""}",PL ROGUET,ROGUET (PL ROGUET),12,TOULOUSE,31555,4,1.430189,43.597414
"43.607643155637696,1.427899387525943","{""coordinates"": [[1.427899387525943, 43.607643155637696]], ""type"": ""MultiPoint""}",ALL DE BARCELONE,BARCELONE (ALL DE BARCELONE),78,TOULOUSE,31555,6,1.427899,43.607643
"43.654493842785556,1.4771696804786083","{""coordinates"": [[1.477169680478608, 43.654493842785556]], ""type"": ""MultiPoint""}",AV DE TOULOUSE,TOULOUSE (AV DE TOULOUSE),,L'UNION,31561,6,1.47717,43.654494
"43.6556585537463,1.4773166723643052","{""coordinates"": [[1.477316672364305, 43.6556585537463]], ""type"": ""MultiPoint""}",AV DE TOULOUSE,TOULOUSE (AV DE TOULOUSE),,L'UNION,31561,6,1.477317,43.655659
"43.63795048461396,1.444587693424008","{""coordinates"": [[1.444587693424008, 43.63795048461396]], ""type"": ""MultiPoint""}",RUE DU COLONEL PAUL PAILLOLE,PAILLOLE (RUE DU COLONEL PAUL PAILLOLE),5,TOULOUSE,31555,6,1.444588,43.63795
"43.55309655607657,1.468578123342423","{""coordinates"": [[1.468578123342423, 43.55309655607657]], ""type"": ""MultiPoint""}",RTE DE NARBONNE,NARBONNE (RTE DE NARBONNE),277,TOULOUSE,31555,4,1.468578,43.553097
"43.55310003108194,1.4687519456484643","{""coordinates"": [[1.468751945648464, 43.55310003108194]], ""type"": ""MultiPoint""}",RTE DE NARBONNE,NARBONNE (RTE DE NARBONNE),218B,TOULOUSE,31555,4,1.468752,43.5531
"43.60009536631803,1.4402667439845929","{""coordinates"": [[1.440266743984593, 43.60009536631803]], ""type"": ""MultiPoint""}",RUE DU TABAC,TABAC (RUE DU TABAC),2,TOULOUSE,31555,12,1.440315,43.6001
"43.62523911283973,1.4935326557322615","{""coordinates"": [[1.493532655732261, 43.62523911283973]], ""type"": ""MultiPoint""}",ESP ANDRE MICHAUX,MICHAUX (ESP ANDRE MICHAUX),5,BALMA,31044,20,1.493533,43.625239
"43.61813729825603,1.3977858938385408","{""coordinates"": [[1.397785893838541, 43.61813729825603]], ""type"": ""MultiPoint""}",ALL DU VIVARAIS,VIVARAIS (ALL DU VIVARAIS),,TOULOUSE,31555,4,1.397786,43.618137
"43.61840368851821,1.3978398404282468","{""coordinates"": [[1.397839840428247, 43.61840368851821]], ""type"": ""MultiPoint""}",ALL DU VIVARAIS,VIVARAIS (ALL DU VIVARAIS),11,TOULOUSE,31555,4,1.39784,43.618404
"43.59576844969772,1.444207108910654","{""coordinates"": [[1.444207108910654, 43.59576844969772]], ""type"": ""MultiPoint""}",RUE PHARAON,PHARAON (RUE PHARAON),22,TOULOUSE,31555,10,1.444207,43.595768
"43.53483858952379,1.3464454827091086","{""coordinates"": [[1.346445482709109, 43.53483858952379]], ""type"": ""MultiPoint""}",AV POMPIDOU,POMPIDOU (AV POMPIDOU),,CUGNAUX,31157,4,1.346445,43.534839
"43.52991772288012,1.3516862311503492","{""coordinates"": [[1.351686231150349, 43.52991772288012]], ""type"": ""MultiPoint""}",AV POMPIDOU,POMPIDOU (AV POMPIDOU),,CUGNAUX,31157,10,1.351686,43.529918
"43.586904083263775,1.463188781873259","{""coordinates"": [[1.463188781873259, 43.586904083263775]], ""type"": ""MultiPoint""}",PL ROGER ARNAUD,ARNAUD (PL ROGER ARNAUD),1,TOULOUSE,31555,12,1.463189,43.586904
"43.68855948456334,1.4159075882075105","{""coordinates"": [[1.415907588207511, 43.68855948456334]], ""type"": ""MultiPoint""}",RUE SALGAREDA,SALGAREDA (RUE SALGAREDA),,SAINT-ALBAN,31467,12,1.415908,43.688559
"43.57581920887259,1.462126208928286","{""coordinates"": [[1.462126208928286, 43.57581920887259]], ""type"": ""MultiPoint""}",RUE L A DE BOUGAINVILLE,BOUGAINVILLE (RUE L A DE BOUGAINVILLE),32,TOULOUSE,31555,4,1.462126,43.575819
"43.611324195490326,1.3305594034857497","{""coordinates"": [[1.33055940348575, 43.611324195490326]], ""type"": ""MultiPoint""}",RUE DU CENTRE,CENTRE (RUE DU CENTRE),,COLOMIERS,31149,8,1.330559,43.611324
"43.59191806605971,1.4446189594318957","{""coordinates"": [[1.444618959431896, 43.59191806605971]], ""type"": ""MultiPoint""}",PL AUGUSTE LAFOURCADE,LAFOURCADE (PL AUGUSTE LAFOURCADE),14,TOULOUSE,31555,14,1.444619,43.591918
"43.60459721027983,1.447398926610497","{""coordinates"": [[1.447398926610497, 43.60459721027983]], ""type"": ""MultiPoint""}",PL DU PDT THOMAS WILSON,WILSON (PL DU PDT THOMAS WILSON),5,TOULOUSE,31555,8,1.447399,43.604597
"43.61355606506597,1.4319467307729983","{""coordinates"": [[1.431946730772998, 43.61355606506597]], ""type"": ""MultiPoint""}",BD DE LA MARQUETTE,MARQUETTE (BD DE LA MARQUETTE),22,TOULOUSE,31555,6,1.431947,43.613556
"43.612490329678884,1.4484332306156575","{""coordinates"": [[1.448433230615658, 43.612490329678884]], ""type"": ""MultiPoint""}",PL ROQUELAINE,ROQUELAINE (PL ROQUELAINE),1,TOULOUSE,31555,10,1.448433,43.61249
"43.58052701604254,1.409630525472345","{""coordinates"": [[1.409630525472345, 43.58052701604254]], ""type"": ""MultiPoint""}",PL DU MORVAN,MORVAN (PL DU MORVAN),8,TOULOUSE,31555,8,1.409631,43.580527
"43.726946575729755,1.4122537247534919","{""coordinates"": [[1.412253724753492, 43.726946575729755]], ""type"": ""MultiPoint""}",PL DE LA REPUBLIQUE,REPUBLIQUE (PL DE LA REPUBLIQUE),,BRUGUIÈRES,31091,4,1.412254,43.726947
"43.607705430339244,1.4520174193403799","{""coordinates"": [[1.45201741934038, 43.607705430339244]], ""type"": ""MultiPoint""}",ALL JEAN JAURES,JAURES (ALL JEAN JAURES),64,TOULOUSE,31555,8,1.452017,43.607705
"43.606877562108224,1.4500478369854537","{""coordinates"": [[1.450047836985454, 43.606877562108224]], ""type"": ""MultiPoint""}",ALL JEAN JAURES,JAURES (ALL JEAN JAURES),29,TOULOUSE,31555,8,1.450048,43.606878
"43.60826013435157,1.4528236226640547","{""coordinates"": [[1.452823622664055, 43.60826013435157]], ""type"": ""MultiPoint""}",ALL JEAN JAURES,JAURES (ALL JEAN JAURES),76,TOULOUSE,31555,6,1.452824,43.60826
"43.608899425754636,1.4538390332557303","{""coordinates"": [[1.45383903325573, 43.608899425754636]], ""type"": ""MultiPoint""}",ALL JEAN JAURES,JAURES (ALL JEAN JAURES),88,TOULOUSE,31555,8,1.453839,43.608899
"43.666893336880676,1.4295500672009362","{""coordinates"": [[1.429550067200936, 43.666893336880676]], ""type"": ""MultiPoint""}",RTE DE FRONTON,FRONTON - 0095 RTE DE FRONTON,95,AUCAMVILLE,31022,2,1.42955,43.666893
"43.58559627657764,1.526691384402589","{""coordinates"": [[1.526691384402589, 43.58559627657764]], ""type"": ""MultiPoint""}",RTE DE CASTRES,CASTRES (RTE DE CASTRES),24,QUINT-FONSEGRIVES,31445,2,1.526691,43.585596
"43.5827110760277,1.4486537801934591","{""coordinates"": [[1.448653780193459, 43.5827110760277]], ""type"": ""MultiPoint""}",AV DE L URSS,URSS (AV DE L URSS),20,TOULOUSE,31555,14,1.448654,43.582711
"43.58134133579429,1.44917848909737","{""coordinates"": [[1.44917848909737, 43.58134133579429]], ""type"": ""MultiPoint""}",AV DE L URSS,URSS (AV DE L URSS),46,TOULOUSE,31555,6,1.449178,43.581341
"43.58168288728985,1.44901885701953","{""coordinates"": [[1.44901885701953, 43.58168288728985]], ""type"": ""MultiPoint""}",AV DE L URSS,URSS (AV DE L URSS),42,TOULOUSE,31555,4,1.449019,43.581683
"43.610909704232434,1.442713561874237","{""coordinates"": [[1.442713561874237, 43.610909704232434]], ""type"": ""MultiPoint""}",BD D ARCOLE,ARCOLE (BD D ARCOLE),4,TOULOUSE,31555,8,1.442714,43.61091
"43.61126426356677,1.4400074868640431","{""coordinates"": [[1.440007486864043, 43.61126426356677]], ""type"": ""MultiPoint""}",BD D ARCOLE,ARCOLE (BD D ARCOLE),17B,TOULOUSE,31555,12,1.440007,43.611264
"43.588511203548165,1.4367417871677768","{""coordinates"": [[1.436741787167777, 43.588511203548165]], ""type"": ""MultiPoint""}",ALL DU PR CAMILLE SOULA,SOULA (ALL DU PR CAMILLE SOULA),2,TOULOUSE,31555,14,1.436742,43.588511
"43.60494941933549,1.4493251819536859","{""coordinates"": [[1.449325181953686, 43.60494941933549]], ""type"": ""MultiPoint""}",BD LAZARE CARNOT,CARNOT (BD LAZARE CARNOT),71,TOULOUSE,31555,8,1.449325,43.604949
"43.60383858783546,1.4504397748706164","{""coordinates"": [[1.450439774870616, 43.60383858783546]], ""type"": ""MultiPoint""}",BD LAZARE CARNOT,CARNOT (BD LAZARE CARNOT),55,TOULOUSE,31555,6,1.45044,43.603839
"43.600740649937734,1.4521794666773302","{""coordinates"": [[1.45217946667733, 43.600740649937734]], ""type"": ""MultiPoint""}",BD LAZARE CARNOT,CARNOT (BD LAZARE CARNOT),2,TOULOUSE,31555,8,1.452179,43.600741
"43.61105125537301,1.4319210842356929","{""coordinates"": [[1.431921084235693, 43.61105125537301]], ""type"": ""MultiPoint""}",PL ALFONSE JOURDAIN,JOURDAIN (PL ALFONSE JOURDAIN),4,TOULOUSE,31555,14,1.431921,43.611051
"43.58365162225804,1.4503996770000922","{""coordinates"": [[1.450399677000092, 43.58365162225804]], ""type"": ""MultiPoint""}",BD DELACOURTIE,DELACOURTIE (BD DELACOURTIE),30,TOULOUSE,31555,4,1.4504,43.583652
"43.61185446173896,1.3293053957593701","{""coordinates"": [[1.32930539575937, 43.61185446173896]], ""type"": ""MultiPoint""}",PL DU VAL D ARAN,ARAN - 0030 PL DU VAL D ARAN,30,COLOMIERS,31149,8,1.329305,43.611854
"43.62064993054431,1.439952303289598","{""coordinates"": [[1.439952303289598, 43.62064993054431]], ""type"": ""MultiPoint""}",RUE DES ANGES,ANGES (RUE DES ANGES),38,TOULOUSE,31555,6,1.439952,43.62065
"43.61935725513637,1.4692264785230162","{""coordinates"": [[1.469226478523016, 43.61935725513637]], ""type"": ""MultiPoint""}",RUE LOUIS PLANA,PLANA (RUE LOUIS PLANA),167,TOULOUSE,31555,4,1.469226,43.619357
"43.52766450881453,1.3327098258776915","{""coordinates"": [[1.332709825877691, 43.52766450881453]], ""type"": ""MultiPoint""}",PL DE PROVENCE,PROVENCE - 0017 PL DE PROVENCE,17,VILLENEUVE-TOLOSANE,31588,8,1.33271,43.527665
"43.664146903252124,1.5011490230867726","{""coordinates"": [[1.501149023086773, 43.664146903252124]], ""type"": ""MultiPoint""}",ALL VICTOR HUGO,HUGO - 0006 ALL VICTOR HUGO,6,SAINT-JEAN,31488,4,1.501149,43.664147
"43.66419667172234,1.5014865155094124","{""coordinates"": [[1.501486515509412, 43.66419667172234]], ""type"": ""MultiPoint""}",ALL VICTOR HUGO,HUGO - 0004 ALL VICTOR HUGO,4,SAINT-JEAN,31488,6,1.501487,43.664197
"43.6005323722842,1.4514818529516849","{""coordinates"": [[1.451481852951685, 43.6005323722842]], ""type"": ""MultiPoint""}",RUE DE METZ,METZ (RUE DE METZ),47,TOULOUSE,31555,8,1.451482,43.600532
"43.60063810736931,1.4468624417121256","{""coordinates"": [[1.446862441712126, 43.60063810736931]], ""type"": ""MultiPoint""}",RUE DE METZ,METZ (RUE DE METZ),21,TOULOUSE,31555,10,1.446862,43.600638
"43.58835087890371,1.3537153765448924","{""coordinates"": [[1.353715376544892, 43.58835087890371]], ""type"": ""MultiPoint""}",BD VINCENT AURIOL,AURIOL - 0045 BD VINCENT AURIOL,45,TOURNEFEUILLE,31557,6,1.353715,43.588351
"43.61707563584472,1.2404052391728304","{""coordinates"": [[1.24040523917283, 43.61707563584472]], ""type"": ""MultiPoint""}",PL DU CHATEAU,CHATEAU - 0005 PL DU CHATEAU,5,BRAX,31088,6,1.240405,43.617076
"43.60002584431199,1.4428903431532745","{""coordinates"": [[1.442890343153274, 43.60002584431199]], ""type"": ""MultiPoint""}",RUE DES MARCHANDS,MARCHANDS (RUE DES MARCHANDS),28,TOULOUSE,31555,26,1.44289,43.600026
"43.616967228631815,1.4066282081175419","{""coordinates"": [[1.406628208117542, 43.616967228631815]], ""type"": ""MultiPoint""}",ALL DU PERE RENE DE NAUROIS,NAUROIS (ALL DU PERE RENE DE NAUROIS),3,TOULOUSE,31555,6,1.406628,43.616967
"43.6049797291402,1.4522362950838201","{""coordinates"": [[1.45223629508382, 43.6049797291402]], ""type"": ""MultiPoint""}",RUE JEAN PALAPRAT,PALAPRAT (RUE JEAN PALAPRAT),7,TOULOUSE,31555,4,1.452236,43.60498
"43.60224365538742,1.4489586426062047","{""coordinates"": [[1.448958642606205, 43.60224365538742]], ""type"": ""MultiPoint""}",RUE RENEE ASPE,ASPE (RUE RENEE ASPE),4,TOULOUSE,31555,6,1.448959,43.602244
"43.6175941872325,1.2840262094401493","{""coordinates"": [[1.284026209440149, 43.6175941872325]], ""type"": ""MultiPoint""}",RUE PRINCIPALE,PRINCIPALE (RUE PRINCIPALE),,PIBRAC,31417,4,1.284026,43.617594
"43.61871847526297,1.2852035567387288","{""coordinates"": [[1.285203556738729, 43.61871847526297]], ""type"": ""MultiPoint""}",RUE PRINCIPALE,PRINCIPALE (RUE PRINCIPALE),,PIBRAC,31417,4,1.285204,43.618718
"43.60006792535631,1.4542368125560978","{""coordinates"": [[1.454236812556098, 43.60006792535631]], ""type"": ""MultiPoint""}",PL DOMINIQUE MARTIN DUPUY,DUPUY (PL DOMINIQUE MARTIN DUPUY),8,TOULOUSE,31555,14,1.454237,43.600068
"43.6704604149822,1.2882547061826815","{""coordinates"": [[1.288254706182681, 43.6704604149822]], ""type"": ""MultiPoint""}",AV DE GUYENNE,GUYENNE (AV DE GUYENNE),,MONDONVILLE,31351,6,1.288255,43.67046
