Sequence,Type,Année,Tour,Département,Commune,Code canton,Code circonscription,Numéro du bureau,Indicatif,Nombre d'inscrits,Nombre d'abstentions,Nombre de votants,Nombre de votants d'après les feuilles d'émargement,Nombre de bulletins blancs,Nombre de bulletins nuls,Nombre d'exprimés,Nombre de candidats,Sigle du candidat,Nombre de voix du candidat,Geo Shape,NOM,ADRESSE,geo_point_2d
163,PR,2022,2,31,555,16,1,158,I,1063,327,736,736,47,15,674,2,Macron,519,"{""coordinates"": [[[1.4298109083, 43.6131434329], [1.4294685115, 43.6133632502], [1.4276267471, 43.6166679551], [1.4277665096, 43.6167374796], [1.4302485358, 43.6177027214], [1.4309625508, 43.6169213856], [1.4314048626, 43.6164174231], [1.4319605336, 43.6158607466], [1.4325126876, 43.6152958798], [1.4329768551, 43.6148450478], [1.4331328247, 43.6146993829], [1.4312540346, 43.6137245506], [1.4298109083, 43.6131434329]]], ""type"": ""Polygon""}",Maison de la Citoyenneté Nord,4 place du Marché aux Cochons,"43.615420327836766,1.4302134932738795"
164,PR,2022,2,31,555,16,1,159,I,1117,244,873,873,68,24,781,2,Le Pen,121,"{""coordinates"": [[[1.4301149189, 43.6179957318], [1.4301497436, 43.6181443578], [1.4320435331, 43.6190391886], [1.4325306267, 43.6192610495], [1.4326240923, 43.6193084408], [1.4321961901, 43.6200618952], [1.4322883239, 43.6200931528], [1.4321527953, 43.6202432275], [1.4327875616, 43.6204562577], [1.4333436486, 43.6195503033], [1.4335899734, 43.6196330537], [1.434576358, 43.6199432604], [1.4346705009, 43.6198092751], [1.4355018986, 43.6182910376], [1.4356522194, 43.6182556309], [1.4364932421, 43.6185310196], [1.4367366441, 43.6178900581], [1.43680285, 43.6174512944], [1.4371668442, 43.6163666714], [1.4372567835, 43.6161046231], [1.4347177723, 43.615463379], [1.4337467698, 43.6150408494], [1.4331328247, 43.6146993829], [1.4329768551, 43.6148450478], [1.4325126876, 43.6152958798], [1.4319605336, 43.6158607466], [1.4314048626, 43.6164174231], [1.4309625508, 43.6169213856], [1.4302485358, 43.6177027214], [1.4303350403, 43.6177363583], [1.4301149189, 43.6179957318]]], ""type"": ""Polygon""}",Maison de la Citoyenneté Nord,4 place du Marché aux Cochons,"43.61741626694262,1.4337330222162523"
164,PR,2022,2,31,555,16,1,159,I,1117,244,873,873,68,24,781,2,Macron,660,"{""coordinates"": [[[1.4301149189, 43.6179957318], [1.4301497436, 43.6181443578], [1.4320435331, 43.6190391886], [1.4325306267, 43.6192610495], [1.4326240923, 43.6193084408], [1.4321961901, 43.6200618952], [1.4322883239, 43.6200931528], [1.4321527953, 43.6202432275], [1.4327875616, 43.6204562577], [1.4333436486, 43.6195503033], [1.4335899734, 43.6196330537], [1.434576358, 43.6199432604], [1.4346705009, 43.6198092751], [1.4355018986, 43.6182910376], [1.4356522194, 43.6182556309], [1.4364932421, 43.6185310196], [1.4367366441, 43.6178900581], [1.43680285, 43.6174512944], [1.4371668442, 43.6163666714], [1.4372567835, 43.6161046231], [1.4347177723, 43.615463379], [1.4337467698, 43.6150408494], [1.4331328247, 43.6146993829], [1.4329768551, 43.6148450478], [1.4325126876, 43.6152958798], [1.4319605336, 43.6158607466], [1.4314048626, 43.6164174231], [1.4309625508, 43.6169213856], [1.4302485358, 43.6177027214], [1.4303350403, 43.6177363583], [1.4301149189, 43.6179957318]]], ""type"": ""Polygon""}",Maison de la Citoyenneté Nord,4 place du Marché aux Cochons,"43.61741626694262,1.4337330222162523"
165,PR,2022,2,31,555,16,1,160,I,1034,288,746,745,66,10,670,2,Le Pen,163,"{""coordinates"": [[[1.4277606624, 43.6212315538], [1.4277748611, 43.6220103327], [1.4296006407, 43.6221053873], [1.4299792689, 43.622043134], [1.4303861203, 43.6220094921], [1.4307528348, 43.6217020982], [1.4311227094, 43.621278391], [1.4313715087, 43.6209820649], [1.4317053129, 43.6206003809], [1.4320613613, 43.620187619], [1.4321414119, 43.6200954675], [1.4314983333, 43.6198743736], [1.4320435331, 43.6190391886], [1.4301497436, 43.6181443578], [1.4301149189, 43.6179957318], [1.4303350403, 43.6177363583], [1.4302485358, 43.6177027214], [1.4277665096, 43.6167374796], [1.4276267471, 43.6166679551], [1.4271843841, 43.6174731013], [1.4252938765, 43.6169084828], [1.4241802466, 43.6167968785], [1.4240950792, 43.6173743093], [1.4239267229, 43.6181491419], [1.4266287852, 43.6184298599], [1.4266406144, 43.6185819083], [1.4294992728, 43.6190031634], [1.4292064442, 43.6195051056], [1.4287859089, 43.6200977945], [1.4283240613, 43.6206655581], [1.4277606624, 43.6212315538]]], ""type"": ""Polygon""}",Maison de la Citoyenneté Nord,4 place du Marché aux Cochons,"43.619202719270774,1.4286955904800234"
165,PR,2022,2,31,555,16,1,160,I,1034,288,746,745,66,10,670,2,Macron,507,"{""coordinates"": [[[1.4277606624, 43.6212315538], [1.4277748611, 43.6220103327], [1.4296006407, 43.6221053873], [1.4299792689, 43.622043134], [1.4303861203, 43.6220094921], [1.4307528348, 43.6217020982], [1.4311227094, 43.621278391], [1.4313715087, 43.6209820649], [1.4317053129, 43.6206003809], [1.4320613613, 43.620187619], [1.4321414119, 43.6200954675], [1.4314983333, 43.6198743736], [1.4320435331, 43.6190391886], [1.4301497436, 43.6181443578], [1.4301149189, 43.6179957318], [1.4303350403, 43.6177363583], [1.4302485358, 43.6177027214], [1.4277665096, 43.6167374796], [1.4276267471, 43.6166679551], [1.4271843841, 43.6174731013], [1.4252938765, 43.6169084828], [1.4241802466, 43.6167968785], [1.4240950792, 43.6173743093], [1.4239267229, 43.6181491419], [1.4266287852, 43.6184298599], [1.4266406144, 43.6185819083], [1.4294992728, 43.6190031634], [1.4292064442, 43.6195051056], [1.4287859089, 43.6200977945], [1.4283240613, 43.6206655581], [1.4277606624, 43.6212315538]]], ""type"": ""Polygon""}",Maison de la Citoyenneté Nord,4 place du Marché aux Cochons,"43.619202719270774,1.4286955904800234"
166,PR,2022,2,31,555,16,1,161,I,730,196,534,534,33,16,485,2,Le Pen,69,"{""coordinates"": [[[1.4266406144, 43.6185819083], [1.4262490895, 43.6185933349], [1.4240661981, 43.6198616858], [1.4232557015, 43.6201696609], [1.4219888031, 43.6205593985], [1.4196173723, 43.6206371137], [1.4199956665, 43.6236116258], [1.4215033597, 43.6232846914], [1.4230776721, 43.6226593691], [1.4246643024, 43.6220236427], [1.4250378585, 43.6217984825], [1.4254970128, 43.6226516189], [1.4282139092, 43.6240886824], [1.4286140108, 43.6236955014], [1.4283106456, 43.6236041315], [1.4283465609, 43.622611925], [1.4277880848, 43.6225960974], [1.4277748611, 43.6220103327], [1.4277606624, 43.6212315538], [1.4283240613, 43.6206655581], [1.4287859089, 43.6200977945], [1.4292064442, 43.6195051056], [1.4294992728, 43.6190031634], [1.4266406144, 43.6185819083]]], ""type"": ""Polygon""}",École élémentaire Alfred de Musset,5 rue du Général Hoche,"43.62121335399811,1.4247142880061265"
166,PR,2022,2,31,555,16,1,161,I,730,196,534,534,33,16,485,2,Macron,416,"{""coordinates"": [[[1.4266406144, 43.6185819083], [1.4262490895, 43.6185933349], [1.4240661981, 43.6198616858], [1.4232557015, 43.6201696609], [1.4219888031, 43.6205593985], [1.4196173723, 43.6206371137], [1.4199956665, 43.6236116258], [1.4215033597, 43.6232846914], [1.4230776721, 43.6226593691], [1.4246643024, 43.6220236427], [1.4250378585, 43.6217984825], [1.4254970128, 43.6226516189], [1.4282139092, 43.6240886824], [1.4286140108, 43.6236955014], [1.4283106456, 43.6236041315], [1.4283465609, 43.622611925], [1.4277880848, 43.6225960974], [1.4277748611, 43.6220103327], [1.4277606624, 43.6212315538], [1.4283240613, 43.6206655581], [1.4287859089, 43.6200977945], [1.4292064442, 43.6195051056], [1.4294992728, 43.6190031634], [1.4266406144, 43.6185819083]]], ""type"": ""Polygon""}",École élémentaire Alfred de Musset,5 rue du Général Hoche,"43.62121335399811,1.4247142880061265"
167,PR,2022,2,31,555,16,1,162,I,1039,299,740,740,57,13,670,2,Le Pen,140,"{""coordinates"": [[[1.4323593727, 43.6232031953], [1.4318954468, 43.6240812863], [1.4314342009, 43.6248676169], [1.4309371803, 43.6255280599], [1.4330141037, 43.6266260655], [1.4335384926, 43.6268405706], [1.4341060016, 43.6268710399], [1.43712718, 43.6261549143], [1.4369439516, 43.6251535055], [1.43686202, 43.6247889123], [1.43686202, 43.6247889123], [1.4368179693, 43.6245753945], [1.4368729595, 43.6236478281], [1.4344302883, 43.6233691952], [1.4355662963, 43.6210167009], [1.4342854551, 43.620627102], [1.4338216478, 43.6212421801], [1.433588851, 43.6215657908], [1.433087767, 43.6219743088], [1.4327829203, 43.622324782], [1.4323593727, 43.6232031953]]], ""type"": ""Polygon""}",École élémentaire Alfred de Musset,5 rue du Général Hoche,"43.62437174613798,1.4341813284233427"
167,PR,2022,2,31,555,16,1,162,I,1039,299,740,740,57,13,670,2,Macron,530,"{""coordinates"": [[[1.4323593727, 43.6232031953], [1.4318954468, 43.6240812863], [1.4314342009, 43.6248676169], [1.4309371803, 43.6255280599], [1.4330141037, 43.6266260655], [1.4335384926, 43.6268405706], [1.4341060016, 43.6268710399], [1.43712718, 43.6261549143], [1.4369439516, 43.6251535055], [1.43686202, 43.6247889123], [1.43686202, 43.6247889123], [1.4368179693, 43.6245753945], [1.4368729595, 43.6236478281], [1.4344302883, 43.6233691952], [1.4355662963, 43.6210167009], [1.4342854551, 43.620627102], [1.4338216478, 43.6212421801], [1.433588851, 43.6215657908], [1.433087767, 43.6219743088], [1.4327829203, 43.622324782], [1.4323593727, 43.6232031953]]], ""type"": ""Polygon""}",École élémentaire Alfred de Musset,5 rue du Général Hoche,"43.62437174613798,1.4341813284233427"
168,PR,2022,2,31,555,16,1,163,I,697,297,400,400,35,11,354,2,Le Pen,91,"{""coordinates"": [[[1.4277880848, 43.6225960974], [1.4283465609, 43.622611925], [1.4283106456, 43.6236041315], [1.4286140108, 43.6236955014], [1.4282139092, 43.6240886824], [1.4309371803, 43.6255280599], [1.4314342009, 43.6248676169], [1.4318954468, 43.6240812863], [1.4323593727, 43.6232031953], [1.4327829203, 43.622324782], [1.4307528348, 43.6217020982], [1.4303861203, 43.6220094921], [1.4299792689, 43.622043134], [1.4296006407, 43.6221053873], [1.4277748611, 43.6220103327], [1.4277880848, 43.6225960974]]], ""type"": ""Polygon""}",École élémentaire Alfred de Musset,5 rue du Général Hoche,"43.62335697983554,1.4303122360478797"
168,PR,2022,2,31,555,16,1,163,I,697,297,400,400,35,11,354,2,Macron,263,"{""coordinates"": [[[1.4277880848, 43.6225960974], [1.4283465609, 43.622611925], [1.4283106456, 43.6236041315], [1.4286140108, 43.6236955014], [1.4282139092, 43.6240886824], [1.4309371803, 43.6255280599], [1.4314342009, 43.6248676169], [1.4318954468, 43.6240812863], [1.4323593727, 43.6232031953], [1.4327829203, 43.622324782], [1.4307528348, 43.6217020982], [1.4303861203, 43.6220094921], [1.4299792689, 43.622043134], [1.4296006407, 43.6221053873], [1.4277748611, 43.6220103327], [1.4277880848, 43.6225960974]]], ""type"": ""Polygon""}",École élémentaire Alfred de Musset,5 rue du Général Hoche,"43.62335697983554,1.4303122360478797"
170,PR,2022,2,31,555,16,1,165,I,1497,389,1108,1108,101,23,984,2,Le Pen,216,"{""coordinates"": [[[1.4183735487, 43.6109612716], [1.4198848697, 43.6128973532], [1.4209929658, 43.613062278], [1.4207603332, 43.6133819253], [1.4201897188, 43.6132878704], [1.4205692265, 43.6137740233], [1.4209332688, 43.6144472559], [1.4211880169, 43.6149219042], [1.4239815217, 43.6154034705], [1.4244014035, 43.6155057058], [1.424687615, 43.6144861537], [1.4253459258, 43.614270315], [1.4266058608, 43.6135699379], [1.4282977407, 43.613047873], [1.4273173245, 43.6128490989], [1.4257456147, 43.6126054701], [1.4255241227, 43.6121552347], [1.4246618092, 43.6119841566], [1.4183735487, 43.6109612716]]], ""type"": ""Polygon""}",École maternelle des Ponts Jumeaux,18 rue cecile brunschvicg,"43.613162611206,1.4229238652067993"
170,PR,2022,2,31,555,16,1,165,I,1497,389,1108,1108,101,23,984,2,Macron,768,"{""coordinates"": [[[1.4183735487, 43.6109612716], [1.4198848697, 43.6128973532], [1.4209929658, 43.613062278], [1.4207603332, 43.6133819253], [1.4201897188, 43.6132878704], [1.4205692265, 43.6137740233], [1.4209332688, 43.6144472559], [1.4211880169, 43.6149219042], [1.4239815217, 43.6154034705], [1.4244014035, 43.6155057058], [1.424687615, 43.6144861537], [1.4253459258, 43.614270315], [1.4266058608, 43.6135699379], [1.4282977407, 43.613047873], [1.4273173245, 43.6128490989], [1.4257456147, 43.6126054701], [1.4255241227, 43.6121552347], [1.4246618092, 43.6119841566], [1.4183735487, 43.6109612716]]], ""type"": ""Polygon""}",École maternelle des Ponts Jumeaux,18 rue cecile brunschvicg,"43.613162611206,1.4229238652067993"
171,PR,2022,2,31,555,16,1,166,I,1283,377,906,906,62,17,827,2,Le Pen,184,"{""coordinates"": [[[1.4189754671, 43.615603147], [1.4196173723, 43.6206371137], [1.4219888031, 43.6205593985], [1.4232557015, 43.6201696609], [1.4240661981, 43.6198616858], [1.4262490895, 43.6185933349], [1.4266406144, 43.6185819083], [1.4266287852, 43.6184298599], [1.4239267229, 43.6181491419], [1.4240950792, 43.6173743093], [1.4241802466, 43.6167968785], [1.4252938765, 43.6169084828], [1.4271843841, 43.6174731013], [1.4276267471, 43.6166679551], [1.4294685115, 43.6133632502], [1.4298109083, 43.6131434329], [1.4263386695, 43.6123126801], [1.4255241227, 43.6121552347], [1.4257456147, 43.6126054701], [1.4273173245, 43.6128490989], [1.4282977407, 43.613047873], [1.4266058608, 43.6135699379], [1.4253459258, 43.614270315], [1.424687615, 43.6144861537], [1.4244014035, 43.6155057058], [1.4239815217, 43.6154034705], [1.4211880169, 43.6149219042], [1.4209332688, 43.6144472559], [1.4205692265, 43.6137740233], [1.4201897188, 43.6132878704], [1.4207603332, 43.6133819253], [1.4209929658, 43.613062278], [1.4198848697, 43.6128973532], [1.4183735487, 43.6109612716], [1.4189754671, 43.615603147]]], ""type"": ""Polygon""}",École maternelle des Ponts Jumeaux,18 rue cecile brunschvicg,"43.61644798250073,1.423111376574236"
171,PR,2022,2,31,555,16,1,166,I,1283,377,906,906,62,17,827,2,Macron,643,"{""coordinates"": [[[1.4189754671, 43.615603147], [1.4196173723, 43.6206371137], [1.4219888031, 43.6205593985], [1.4232557015, 43.6201696609], [1.4240661981, 43.6198616858], [1.4262490895, 43.6185933349], [1.4266406144, 43.6185819083], [1.4266287852, 43.6184298599], [1.4239267229, 43.6181491419], [1.4240950792, 43.6173743093], [1.4241802466, 43.6167968785], [1.4252938765, 43.6169084828], [1.4271843841, 43.6174731013], [1.4276267471, 43.6166679551], [1.4294685115, 43.6133632502], [1.4298109083, 43.6131434329], [1.4263386695, 43.6123126801], [1.4255241227, 43.6121552347], [1.4257456147, 43.6126054701], [1.4273173245, 43.6128490989], [1.4282977407, 43.613047873], [1.4266058608, 43.6135699379], [1.4253459258, 43.614270315], [1.424687615, 43.6144861537], [1.4244014035, 43.6155057058], [1.4239815217, 43.6154034705], [1.4211880169, 43.6149219042], [1.4209332688, 43.6144472559], [1.4205692265, 43.6137740233], [1.4201897188, 43.6132878704], [1.4207603332, 43.6133819253], [1.4209929658, 43.613062278], [1.4198848697, 43.6128973532], [1.4183735487, 43.6109612716], [1.4189754671, 43.615603147]]], ""type"": ""Polygon""}",École maternelle des Ponts Jumeaux,18 rue cecile brunschvicg,"43.61644798250073,1.423111376574236"
172,PR,2022,2,31,555,16,1,167,I,1175,313,862,862,59,23,780,2,Le Pen,184,"{""coordinates"": [[[1.4305758735, 43.609087086], [1.4303882545, 43.6092179231], [1.427666544, 43.6091197639], [1.4275839575, 43.6092389914], [1.4267803351, 43.6103448859], [1.4258241895, 43.6117087294], [1.4255241227, 43.6121552347], [1.4263386695, 43.6123126801], [1.4298109083, 43.6131434329], [1.4312540346, 43.6137245506], [1.4331328247, 43.6146993829], [1.4337467698, 43.6150408494], [1.4347177723, 43.615463379], [1.4372567835, 43.6161046231], [1.4378027064, 43.6143330334], [1.4367017428, 43.6141773713], [1.4366405558, 43.6138060242], [1.4353318962, 43.61363868], [1.4368925183, 43.6110037701], [1.4360090094, 43.6107498433], [1.4349230913, 43.6104377313], [1.4331520934, 43.6098842253], [1.4327037857, 43.6097377782], [1.4314174326, 43.6093392112], [1.4305758735, 43.609087086]]], ""type"": ""Polygon""}",École élémentaire Falguière,2 rue d'Artagnan,"43.612095750262824,1.4320222945071224"
172,PR,2022,2,31,555,16,1,167,I,1175,313,862,862,59,23,780,2,Macron,596,"{""coordinates"": [[[1.4305758735, 43.609087086], [1.4303882545, 43.6092179231], [1.427666544, 43.6091197639], [1.4275839575, 43.6092389914], [1.4267803351, 43.6103448859], [1.4258241895, 43.6117087294], [1.4255241227, 43.6121552347], [1.4263386695, 43.6123126801], [1.4298109083, 43.6131434329], [1.4312540346, 43.6137245506], [1.4331328247, 43.6146993829], [1.4337467698, 43.6150408494], [1.4347177723, 43.615463379], [1.4372567835, 43.6161046231], [1.4378027064, 43.6143330334], [1.4367017428, 43.6141773713], [1.4366405558, 43.6138060242], [1.4353318962, 43.61363868], [1.4368925183, 43.6110037701], [1.4360090094, 43.6107498433], [1.4349230913, 43.6104377313], [1.4331520934, 43.6098842253], [1.4327037857, 43.6097377782], [1.4314174326, 43.6093392112], [1.4305758735, 43.609087086]]], ""type"": ""Polygon""}",École élémentaire Falguière,2 rue d'Artagnan,"43.612095750262824,1.4320222945071224"
173,PR,2022,2,31,555,16,1,168,I,891,231,660,660,44,12,604,2,Le Pen,102,"{""coordinates"": [[[1.428286418, 43.6074667326], [1.4315262945, 43.6063251419], [1.432474743, 43.6067168516], [1.4331767914, 43.6068728882], [1.432894061, 43.6080040967], [1.4328039803, 43.6085319441], [1.4327037857, 43.6097377782], [1.4314174326, 43.6093392112], [1.4305758735, 43.609087086], [1.4303882545, 43.6092179231], [1.427666544, 43.6091197639], [1.4275839575, 43.6092389914], [1.4267803351, 43.6103448859], [1.4258241895, 43.6117087294], [1.4255241227, 43.6121552347], [1.4246618092, 43.6119841566], [1.4252414201, 43.610338184], [1.4258061212, 43.6098340039], [1.4274735936, 43.6083642462], [1.4278445165, 43.6084617978], [1.4283887897, 43.6084198619], [1.428286418, 43.6074667326]]], ""type"": ""Polygon""}",École élémentaire Falguière,2 rue d'Artagnan,"43.60864921395471,1.4295263239041653"
173,PR,2022,2,31,555,16,1,168,I,891,231,660,660,44,12,604,2,Macron,502,"{""coordinates"": [[[1.428286418, 43.6074667326], [1.4315262945, 43.6063251419], [1.432474743, 43.6067168516], [1.4331767914, 43.6068728882], [1.432894061, 43.6080040967], [1.4328039803, 43.6085319441], [1.4327037857, 43.6097377782], [1.4314174326, 43.6093392112], [1.4305758735, 43.609087086], [1.4303882545, 43.6092179231], [1.427666544, 43.6091197639], [1.4275839575, 43.6092389914], [1.4267803351, 43.6103448859], [1.4258241895, 43.6117087294], [1.4255241227, 43.6121552347], [1.4246618092, 43.6119841566], [1.4252414201, 43.610338184], [1.4258061212, 43.6098340039], [1.4274735936, 43.6083642462], [1.4278445165, 43.6084617978], [1.4283887897, 43.6084198619], [1.428286418, 43.6074667326]]], ""type"": ""Polygon""}",École élémentaire Falguière,2 rue d'Artagnan,"43.60864921395471,1.4295263239041653"
174,PR,2022,2,31,555,16,1,169,I,908,209,699,699,48,6,645,2,Le Pen,99,"{""coordinates"": [[[1.4315262945, 43.6063251419], [1.432468993, 43.6059788246], [1.4335704881, 43.605548607], [1.4346748252, 43.6052697546], [1.4346715582, 43.6047990847], [1.4346239515, 43.6042695492], [1.4343356157, 43.603708673], [1.4338103503, 43.6026094236], [1.432218444, 43.6029217809], [1.4297070661, 43.6030672384], [1.4280149315, 43.6034021355], [1.4280899602, 43.6044592955], [1.4286249938, 43.6045506287], [1.4286673659, 43.60527476], [1.428161746, 43.6054750737], [1.4282838155, 43.6072093627], [1.428286418, 43.6074667326], [1.4315262945, 43.6063251419]]], ""type"": ""Polygon""}",École élémentaire Falguière,2 rue d'Artagnan,"43.604738908281604,1.4311046819057296"
174,PR,2022,2,31,555,16,1,169,I,908,209,699,699,48,6,645,2,Macron,546,"{""coordinates"": [[[1.4315262945, 43.6063251419], [1.432468993, 43.6059788246], [1.4335704881, 43.605548607], [1.4346748252, 43.6052697546], [1.4346715582, 43.6047990847], [1.4346239515, 43.6042695492], [1.4343356157, 43.603708673], [1.4338103503, 43.6026094236], [1.432218444, 43.6029217809], [1.4297070661, 43.6030672384], [1.4280149315, 43.6034021355], [1.4280899602, 43.6044592955], [1.4286249938, 43.6045506287], [1.4286673659, 43.60527476], [1.428161746, 43.6054750737], [1.4282838155, 43.6072093627], [1.428286418, 43.6074667326], [1.4315262945, 43.6063251419]]], ""type"": ""Polygon""}",École élémentaire Falguière,2 rue d'Artagnan,"43.604738908281604,1.4311046819057296"
175,PR,2022,2,31,555,16,1,170,I,916,229,687,687,52,14,621,2,Le Pen,101,"{""coordinates"": [[[1.4315262945, 43.6063251419], [1.432474743, 43.6067168516], [1.4331767914, 43.6068728882], [1.432894061, 43.6080040967], [1.4328039803, 43.6085319441], [1.4327037857, 43.6097377782], [1.4331520934, 43.6098842253], [1.4349230913, 43.6104377313], [1.4346777878, 43.6056861108], [1.4346748252, 43.6052697546], [1.4335704881, 43.605548607], [1.432468993, 43.6059788246], [1.4315262945, 43.6063251419]]], ""type"": ""Polygon""}",École élémentaire Falguière,2 rue d'Artagnan,"43.607787207737616,1.4337670920581693"
175,PR,2022,2,31,555,16,1,170,I,916,229,687,687,52,14,621,2,Macron,520,"{""coordinates"": [[[1.4315262945, 43.6063251419], [1.432474743, 43.6067168516], [1.4331767914, 43.6068728882], [1.432894061, 43.6080040967], [1.4328039803, 43.6085319441], [1.4327037857, 43.6097377782], [1.4331520934, 43.6098842253], [1.4349230913, 43.6104377313], [1.4346777878, 43.6056861108], [1.4346748252, 43.6052697546], [1.4335704881, 43.605548607], [1.432468993, 43.6059788246], [1.4315262945, 43.6063251419]]], ""type"": ""Polygon""}",École élémentaire Falguière,2 rue d'Artagnan,"43.607787207737616,1.4337670920581693"
176,PR,2022,2,31,555,16,1,171,I,1053,270,783,780,56,13,714,2,Le Pen,165,"{""coordinates"": [[[1.4126963754, 43.6251391686], [1.4179408258, 43.6241017942], [1.4189049681, 43.6238397567], [1.4196736383, 43.6236815303], [1.4199956665, 43.6236116258], [1.4196173723, 43.6206371137], [1.4189754671, 43.615603147], [1.4185775386, 43.6156519547], [1.4177780867, 43.6159698875], [1.4167580017, 43.6160286855], [1.414625545, 43.6160892591], [1.413216815, 43.6161142503], [1.4122737799, 43.6160173403], [1.4100702232, 43.6155792848], [1.4098943215, 43.6154838135], [1.4098943215, 43.6154838135], [1.4090267343, 43.6163028445], [1.4088908677, 43.616427388], [1.4081376667, 43.6171506834], [1.4080891735, 43.6175167222], [1.408066303, 43.6176590896], [1.4081009794, 43.6184963325], [1.4081426268, 43.6186350347], [1.4081206099, 43.6190657904], [1.4080857135, 43.6193019553], [1.4080979352, 43.6199354962], [1.4080693805, 43.6206624404], [1.4080582643, 43.6231087786], [1.4104614293, 43.6242763429], [1.4126963754, 43.6251391686]]], ""type"": ""Polygon""}",École élémentaire des Sept Deniers,110 route de Blagnac,"43.620239852154086,1.4138584655913815"
176,PR,2022,2,31,555,16,1,171,I,1053,270,783,780,56,13,714,2,Macron,549,"{""coordinates"": [[[1.4126963754, 43.6251391686], [1.4179408258, 43.6241017942], [1.4189049681, 43.6238397567], [1.4196736383, 43.6236815303], [1.4199956665, 43.6236116258], [1.4196173723, 43.6206371137], [1.4189754671, 43.615603147], [1.4185775386, 43.6156519547], [1.4177780867, 43.6159698875], [1.4167580017, 43.6160286855], [1.414625545, 43.6160892591], [1.413216815, 43.6161142503], [1.4122737799, 43.6160173403], [1.4100702232, 43.6155792848], [1.4098943215, 43.6154838135], [1.4098943215, 43.6154838135], [1.4090267343, 43.6163028445], [1.4088908677, 43.616427388], [1.4081376667, 43.6171506834], [1.4080891735, 43.6175167222], [1.408066303, 43.6176590896], [1.4081009794, 43.6184963325], [1.4081426268, 43.6186350347], [1.4081206099, 43.6190657904], [1.4080857135, 43.6193019553], [1.4080979352, 43.6199354962], [1.4080693805, 43.6206624404], [1.4080582643, 43.6231087786], [1.4104614293, 43.6242763429], [1.4126963754, 43.6251391686]]], ""type"": ""Polygon""}",École élémentaire des Sept Deniers,110 route de Blagnac,"43.620239852154086,1.4138584655913815"
177,PR,2022,2,31,555,16,1,172,I,1211,292,919,919,60,18,841,2,Le Pen,193,"{""coordinates"": [[[1.401156188, 43.6246711108], [1.4026433871, 43.624590118], [1.4043265892, 43.624411242], [1.405776656, 43.6248242214], [1.4073094002, 43.6252571846], [1.4083442351, 43.6255543071], [1.4096185822, 43.6259080497], [1.4106386231, 43.6261868549], [1.4112944999, 43.6258024114], [1.4112288628, 43.6251581479], [1.4126963754, 43.6251391686], [1.4104614293, 43.6242763429], [1.4080582643, 43.6231087786], [1.4080693805, 43.6206624404], [1.4080979352, 43.6199354962], [1.4080857135, 43.6193019553], [1.4081206099, 43.6190657904], [1.4081426268, 43.6186350347], [1.4081009794, 43.6184963325], [1.408066303, 43.6176590896], [1.4080891735, 43.6175167222], [1.4081376667, 43.6171506834], [1.4088908677, 43.616427388], [1.4071937335, 43.6155363392], [1.4059805157, 43.6147561385], [1.4056358631, 43.6145411514], [1.4050627074, 43.6143285441], [1.4041528811, 43.6154716713], [1.4029124717, 43.6173489902], [1.4023485788, 43.6185156547], [1.4016308699, 43.6205212177], [1.401229828, 43.6227043259], [1.4011407222, 43.62362729], [1.4011429673, 43.6239634822], [1.401156188, 43.6246711108]]], ""type"": ""Polygon""}",École élémentaire des Sept Deniers,110 route de Blagnac,"43.62079394206599,1.4055731606781339"
177,PR,2022,2,31,555,16,1,172,I,1211,292,919,919,60,18,841,2,Macron,648,"{""coordinates"": [[[1.401156188, 43.6246711108], [1.4026433871, 43.624590118], [1.4043265892, 43.624411242], [1.405776656, 43.6248242214], [1.4073094002, 43.6252571846], [1.4083442351, 43.6255543071], [1.4096185822, 43.6259080497], [1.4106386231, 43.6261868549], [1.4112944999, 43.6258024114], [1.4112288628, 43.6251581479], [1.4126963754, 43.6251391686], [1.4104614293, 43.6242763429], [1.4080582643, 43.6231087786], [1.4080693805, 43.6206624404], [1.4080979352, 43.6199354962], [1.4080857135, 43.6193019553], [1.4081206099, 43.6190657904], [1.4081426268, 43.6186350347], [1.4081009794, 43.6184963325], [1.408066303, 43.6176590896], [1.4080891735, 43.6175167222], [1.4081376667, 43.6171506834], [1.4088908677, 43.616427388], [1.4071937335, 43.6155363392], [1.4059805157, 43.6147561385], [1.4056358631, 43.6145411514], [1.4050627074, 43.6143285441], [1.4041528811, 43.6154716713], [1.4029124717, 43.6173489902], [1.4023485788, 43.6185156547], [1.4016308699, 43.6205212177], [1.401229828, 43.6227043259], [1.4011407222, 43.62362729], [1.4011429673, 43.6239634822], [1.401156188, 43.6246711108]]], ""type"": ""Polygon""}",École élémentaire des Sept Deniers,110 route de Blagnac,"43.62079394206599,1.4055731606781339"
