Geo Point,Geo Shape,id_ec,nom,adresse,distributeur,surface_m2
"43.61573649980748,1.4544706048117433","{""coordinates"": [[[[1.454398996069354, 43.61573699626939], [1.454398994265562, 43.615740003010366], [1.454398992689683, 43.615743000752154], [1.454400007257987, 43.615745994073556], [1.454400996597681, 43.61574900506224], [1.454401998779736, 43.615751998218016], [1.454403000733981, 43.615755000373035], [1.454404994059817, 43.615757997776434], [1.454406999772292, 43.61576099534538], [1.454408992870609, 43.615764001747976], [1.454412002113652, 43.615767003730035], [1.454414999723486, 43.61576899729994], [1.454418008967074, 43.61577199928184], [1.45442100634944, 43.61577400185081], [1.454424003732004, 43.61577600441972], [1.454427992486576, 43.61577800223676], [1.454431002256015, 43.61578000497106], [1.454435003397531, 43.61578200295345], [1.454439005063946, 43.615783001688435], [1.45444299381947, 43.61578499950497], [1.454446995486212, 43.61578599823967], [1.454452000683591, 43.6157870013871], [1.454456002874974, 43.615787000874256], [1.45446000454206, 43.615787999608536], [1.454464997877578, 43.615788003342544], [1.454469000069026, 43.61578800282928], [1.454473993632446, 43.615787997563665], [1.454478008210345, 43.61578799721565], [1.454483001545864, 43.61578800094891], [1.454487004261164, 43.615787001187755], [1.454491006976332, 43.61578600142647], [1.454496001063293, 43.61578499691269], [1.454500003778183, 43.61578399715109], [1.454503994106491, 43.61578299722378], [1.454507997344626, 43.61578099821465], [1.454512000582502, 43.61577899920541], [1.454515000061872, 43.61577700478297], [1.454518991140699, 43.61577499660865], [1.454522003006095, 43.61577300235162], [1.454525002712736, 43.61577099892968], [1.454528002942363, 43.61576799626042], [1.454529999413652, 43.615764998178165], [1.454532999119641, 43.61576299475603], [1.454534995590518, 43.615759996673674], [1.454537004447651, 43.61575699875688], [1.454537997160275, 43.61575400526164], [1.454540006244952, 43.61575099834554], [1.454540999185225, 43.61574799585103], [1.454542004283952, 43.6157450025213], [1.454541993989315, 43.6157410053667], [1.45454199578606, 43.6157379986257], [1.454541997354919, 43.61573500088391], [1.454541998923774, 43.61573200314213], [1.45454200124347, 43.61572799715385], [1.454540999282834, 43.615724995000015], [1.454539997094402, 43.615722001845405], [1.454538003763113, 43.61571900444428], [1.454537002030712, 43.61571599329116], [1.454534996085437, 43.615713004723645], [1.454533002982581, 43.61570999832318], [1.454529992985353, 43.61570800459073], [1.454527999882906, 43.61570499819017], [1.454525003023649, 43.61570199637664], [1.454522005413513, 43.61570000280954], [1.454518995645033, 43.61569800007754], [1.454514994734169, 43.615695993098754], [1.454511997124655, 43.6156939995314], [1.454507995986387, 43.61569200155162], [1.454504007234817, 43.615690003737285], [1.454500005801332, 43.615688996005254], [1.454496004140079, 43.61568799727233], [1.454490998722197, 43.61568700312605], [1.454486997289123, 43.61568599539356], [1.454482995628282, 43.61568499666022], [1.454478002073291, 43.61568500192619], [1.454473999888596, 43.61568500243978], [1.454468994175071, 43.615684998540566], [1.45446500437681, 43.61568499921942], [1.454459998663286, 43.61568499531982], [1.45445599572633, 43.61568600407929], [1.454451993541573, 43.615686004592135], [1.454446999689892, 43.61568700010482], [1.454442996980495, 43.615687999864626], [1.45443899374633, 43.61568999887155], [1.454435003423037, 43.61569099879665], [1.454431000188414, 43.615692997803336], [1.454428000482518, 43.615695001222875], [1.454423997247403, 43.61569700022928], [1.454420997768988, 43.61569899464941], [1.454417998062472, 43.6157009980687], [1.454414997830726, 43.61570400073517], [1.454411998123765, 43.61570600415429], [1.45440899811939, 43.615708997821386], [1.454407001643989, 43.615711995901584], [1.454405004940481, 43.615715002981034], [1.454402996078251, 43.615718000895576], [1.454402003131678, 43.61572100338894], [1.45440099802648, 43.615723996717485], [1.454400005079712, 43.61572699921082], [1.454398999746403, 43.61573000153855], [1.454398998170525, 43.61573299928032], [1.454398996069354, 43.61573699626939]]]], ""type"": ""MultiPolygon""}",17,JARDIN MICHELET,RUE SAINT LAURENT,Oui,105.29
"43.61034649851699,1.4326475254783708","{""coordinates"": [[[[1.432462997842574, 43.610346995751584], [1.432463002922028, 43.61035499891131], [1.432463999287028, 43.610362997507565], [1.432465999092134, 43.6103710007074], [1.432467998244628, 43.61037999415705], [1.432471001490937, 43.6103880019604], [1.432474997139378, 43.6103949969518], [1.432480007730329, 43.61040299596356], [1.432484994435971, 43.61040999539015], [1.432490996084776, 43.610417998836915], [1.432496998850061, 43.61042499403511], [1.432504005710117, 43.61043100358646], [1.432512004089414, 43.61043699957425], [1.432520002470284, 43.610442995561506], [1.43252800062161, 43.610449000547376], [1.432537003329981, 43.61045400188749], [1.432546997326926, 43.61045899866268], [1.432556992208309, 43.610462996187955], [1.432566999476314, 43.61046699388032], [1.432577007396995, 43.610470001321985], [1.432588006837089, 43.61047299519898], [1.432599006047159, 43.61047599807419], [1.432609993986035, 43.61047799253216], [1.432621998403224, 43.6104790015095], [1.432632999610263, 43.61047999688418], [1.432645005140688, 43.61047999761091], [1.43265599484415, 43.61047999356645], [1.432668000374574, 43.61047999429076], [1.432678990727744, 43.610478999994314], [1.432689994577586, 43.610476997616466], [1.432700998195617, 43.61047500423681], [1.432711990770059, 43.61047199344071], [1.432722995266553, 43.61046900080993], [1.432732997431549, 43.6104649953285], [1.432742999364151, 43.610460998845426], [1.432753001526523, 43.610456993362284], [1.432762000663654, 43.61045200202657], [1.432771000909693, 43.61044600244188], [1.432778996833793, 43.610440997504604], [1.432786994514652, 43.61043399406866], [1.432793999797121, 43.61042800344677], [1.432801006419172, 43.61042099557692], [1.432806996751587, 43.610414000936494], [1.432812999699004, 43.6104069974644], [1.432817999852154, 43.61039899914158], [1.43282200894909, 43.610390996385846], [1.43282500111013, 43.610383997109814], [1.432827995027209, 43.61037499933556], [1.43282999701058, 43.61036699637764], [1.432831998762356, 43.61035900241891], [1.43283199363452, 43.61035099925919], [1.432832001539205, 43.6103420060175], [1.432831996411373, 43.61033400285774], [1.432829996559494, 43.61032599966412], [1.432827996708143, 43.610317996470414], [1.432825006451068, 43.610308998594185], [1.432822002052674, 43.6103019990481], [1.432818007480151, 43.610293995820165], [1.432812996853859, 43.610285996822725], [1.43280699406603, 43.61027900164061], [1.432800991510653, 43.61027199745893], [1.432793997672726, 43.61026499784323], [1.432787002957368, 43.61025899747622], [1.432779005684625, 43.61025199325874], [1.432771006424047, 43.610246996538116], [1.432761992221208, 43.61024099579883], [1.432753001680001, 43.61023600364299], [1.432743007054033, 43.610231997135116], [1.432732999813027, 43.61022799945765], [1.432723004958596, 43.61022400194724], [1.432712005787834, 43.61022099908356], [1.432701006387063, 43.610218005218066], [1.432689993952583, 43.6102160014335], [1.432678993904086, 43.610213997815805], [1.432667992744236, 43.61021300244541], [1.432655999651583, 43.610213001889015], [1.432644997842027, 43.610212996766336], [1.432633004518278, 43.610213005206774], [1.432622001826991, 43.61021399933102], [1.43260999546695, 43.61021499785105], [1.432598991661714, 43.61021700022146], [1.432587999358726, 43.610220002007864], [1.432577007285764, 43.610222994794], [1.432566993647556, 43.61022600084523], [1.4325570041272, 43.61022999748135], [1.432547001989162, 43.610234002947884], [1.432536999197798, 43.61023899866345], [1.432527999842556, 43.61024399898124], [1.432520003271395, 43.61024999415141], [1.432511994082274, 43.610255998152304], [1.432504009662119, 43.61026200248849], [1.432497004139121, 43.610268002092404], [1.432491001169119, 43.61027500554842], [1.432484997544884, 43.61028299925401], [1.432479998241664, 43.61028999831367], [1.432474998053154, 43.610297996622215], [1.432471002186317, 43.61030500028503], [1.432468009104303, 43.61031299880119], [1.432465993805674, 43.61032200083412], [1.432464004392465, 43.61032999495454], [1.432463005801622, 43.610338002509884], [1.432462997842574, 43.610346995751584]]]], ""type"": ""MultiPolygon""}",22,JARDIN COMPANS,PLACE DE L'EUROPE RUE DE SEBASTOPOL,Oui,697.52
"43.58323149964058,1.4775454584173884","{""coordinates"": [[[[1.47743599752765, 43.58323200151359], [1.477435996935387, 43.58323599854942], [1.477435995970665, 43.58324100384356], [1.477436998452124, 43.58324599535231], [1.477439003706826, 43.58325100007381], [1.477440996581938, 43.583256004632155], [1.47744300206169, 43.583261000354184], [1.477445998307475, 43.58326500086742], [1.4774489944058, 43.58327000063951], [1.477452003032337, 43.58327400131568], [1.47745600250166, 43.583277997042515], [1.477460001747114, 43.58328200176857], [1.477465004215533, 43.58328600170826], [1.477469994452195, 43.58328900222568], [1.477474996921843, 43.583293002164915], [1.477479999539493, 43.58329600284502], [1.477485993000362, 43.58329899857534], [1.477490995766205, 43.583300999996034], [1.477497992226452, 43.58330399993864], [1.477503998215868, 43.58330599657221], [1.47751000435253, 43.58330699394656], [1.477517000736756, 43.58330900362848], [1.477522994494, 43.58331000083905], [1.477530003854214, 43.58331099342556], [1.477537000756759, 43.58331099558906], [1.477543997659306, 43.58331099775209], [1.477550994561852, 43.58331099991474], [1.477557000845861, 43.58331099802769], [1.477563997894381, 43.58331000093063], [1.477570995167046, 43.583308994833715], [1.477578004595034, 43.583307997898885], [1.477583998790106, 43.58330599732948], [1.477590004994794, 43.58330500518121], [1.477597002557324, 43.58330200056486], [1.47760200613282, 43.58329999594563], [1.477608000471574, 43.58329699611606], [1.477613994809736, 43.58329399628617], [1.477618998304724, 43.58329100140665], [1.477624002023588, 43.58328799752753], [1.477629005662499, 43.58328400338862], [1.477632993922871, 43.58328000487472], [1.477636994787008, 43.583275997524396], [1.477640004583977, 43.58327200412416], [1.477643993211872, 43.58326699735153], [1.477647003007941, 43.5832630039511], [1.477648997795021, 43.58325799791763], [1.477650992212866, 43.58325400014245], [1.477652999154878, 43.583249003271355], [1.477654003099188, 43.583244002188756], [1.477654994663419, 43.583239000942996], [1.477654995385829, 43.58323400464825], [1.477655008712514, 43.583228999517175], [1.477654997279374, 43.58322399405991], [1.477653994780457, 43.583219002553015], [1.477653004885978, 43.5832140022098], [1.477650999614954, 43.58320899749195], [1.47764900635522, 43.58320500119551], [1.477647001084819, 43.58319999647755], [1.477644004604692, 43.583196004968826], [1.477639993117628, 43.58319100082695], [1.477636996862766, 43.58318700031864], [1.477632997611927, 43.58318299559855], [1.477628998137245, 43.58317899987773], [1.477623995666849, 43.58317499994499], [1.477619005431936, 43.5831719994341], [1.477614002817617, 43.58316899875989], [1.477608009363227, 43.583166003036084], [1.477602003753897, 43.58316299814942], [1.47759700099572, 43.58316099673346], [1.477590004322621, 43.58315800579609], [1.477583998423676, 43.58315699942645], [1.4775779924463, 43.58315500279692], [1.47757099570748, 43.58315400137696], [1.47756399896889, 43.583152999956546], [1.47755700223053, 43.58315199853575], [1.477550995962161, 43.583152000422764], [1.477543999077828, 43.58315199826013], [1.477537002193499, 43.58315199609707], [1.47753000508479, 43.583152002933005], [1.477523008053818, 43.58315300002808], [1.477517001638608, 43.58315400117233], [1.477510004460341, 43.58315599752561], [1.477503998044624, 43.58315699866917], [1.477498003861555, 43.58315899923453], [1.477491006310544, 43.58316200384502], [1.477486002967094, 43.58316399946015], [1.477479996255508, 43.58316699912044], [1.477475004919372, 43.58317000315657], [1.477470001279729, 43.58317399728897], [1.477464997562631, 43.583177001161545], [1.477460006301659, 43.583180995456615], [1.477455993276625, 43.58318499363843], [1.477452004786474, 43.58318900114574], [1.477448994981302, 43.58319299454121], [1.477445996958951, 43.583198005357424], [1.477442999532849, 43.583201998915825], [1.477440992575199, 43.583206995783335], [1.477438997772732, 43.58321200181334], [1.477437003194335, 43.583216998843845], [1.477435999232698, 43.58322199992467], [1.477435998492372, 43.58322699621944], [1.47743599752765, 43.58323200151359]]]], ""type"": ""MultiPolygon""}",46,ABORDS ECOLE COURREGE,165 AV ST EXUPERY ET AV J RIEUX,Oui,247.73
"43.62159349935291,1.434068539714214","{""coordinates"": [[[[1.43405699850948, 43.62159400027732], [1.43405699850948, 43.62159400027732], [1.434056997651076, 43.62159499952232], [1.434056997651076, 43.62159499952232], [1.434056996792674, 43.62159599876731], [1.434056996792674, 43.62159599876731], [1.434056995934269, 43.62159699801233], [1.434057999558806, 43.62159700260214], [1.43405799870042, 43.621598001847154], [1.43405799870042, 43.621598001847154], [1.434059001697538, 43.621598996682785], [1.434059001697538, 43.621598996682785], [1.434060004463753, 43.621600000517596], [1.434060004463753, 43.621600000517596], [1.434060995931697, 43.62159999594042], [1.434061007460936, 43.6216009953532], [1.434061998697961, 43.62160099977521], [1.434063002553496, 43.62160099536579], [1.434063001464261, 43.62160200360999], [1.434064005319813, 43.621601999200564], [1.434064996556857, 43.62160200362257], [1.434064996556857, 43.62160200362257], [1.434066000412409, 43.62160199921312], [1.43406700403703, 43.621602003802856], [1.434067995505003, 43.62160199922564], [1.434067995505003, 43.62160199922564], [1.434068999129623, 43.621602003815376], [1.434070002985174, 43.62160199940591], [1.434070994222219, 43.621602003827846], [1.434070994222219, 43.621602003827846], [1.434071998077771, 43.621601999418345], [1.434073001702392, 43.62160200400805], [1.434073001702392, 43.62160200400805], [1.434073994028491, 43.62160100018576], [1.434074997884026, 43.62160099577625], [1.434074997884026, 43.62160099577625], [1.43407600150863, 43.621601000365914], [1.434076993834664, 43.62159999654362], [1.434076993834664, 43.62159999654362], [1.43407799831731, 43.62159900188826], [1.43407799831731, 43.62159900188826], [1.43407799831731, 43.62159900188826], [1.434079003030857, 43.6215979982337], [1.434079003030857, 43.6215979982337], [1.434079995356792, 43.62159699441137], [1.434079995356792, 43.62159699441137], [1.434079996214818, 43.621595995166366], [1.43408000946042, 43.62159499608912], [1.43408000946042, 43.62159499608912], [1.434079997930871, 43.62159399667635], [1.434079997930871, 43.62159399667635], [1.434079998788897, 43.62159299743134], [1.434079998788897, 43.62159299743134], [1.434079999646925, 43.62159199818633], [1.434079999646925, 43.62159199818633], [1.43408000050495, 43.62159099894134], [1.434080001362978, 43.62158999969633], [1.434080001362978, 43.62158999969633], [1.434078998365667, 43.62158900486088], [1.434078998365667, 43.62158900486088], [1.434077995599321, 43.621588001026225], [1.434077995599321, 43.621588001026225], [1.434077995599321, 43.621588001026225], [1.434077005220576, 43.62158699735934], [1.434077005220576, 43.62158699735934], [1.434076002454296, 43.62158599352468], [1.434074998599008, 43.621585997934204], [1.434074998599008, 43.621585997934204], [1.434074007131293, 43.621586002511485], [1.434073004365074, 43.62158499867679], [1.434073004365074, 43.62158499867679], [1.434072000509803, 43.62158500308631], [1.434070996885465, 43.62158499849659], [1.434070996885465, 43.62158499849659], [1.434070005417765, 43.62158500307382], [1.434069001793423, 43.621584998484124], [1.434067997938152, 43.62158500289358], [1.434067997938152, 43.62158500289358], [1.434066994313811, 43.62158499830385], [1.434066002846111, 43.62158500288107], [1.43406499922177, 43.62158499829133], [1.43406499922177, 43.62158499829133], [1.434063995366498, 43.62158500270073], [1.434063004129733, 43.621584998278756], [1.434063003271426, 43.62158599752376], [1.434061999416137, 43.62158600193315], [1.43406099579178, 43.62158599734337], [1.434060994933444, 43.62158699658838], [1.434059991078139, 43.62158700099778], [1.434059991078139, 43.62158700099778], [1.434058998982969, 43.62158799582075], [1.434058998982969, 43.62158799582075], [1.434057994269259, 43.62158899947513], [1.434057994269259, 43.62158899947513], [1.434057993410873, 43.62158999872013], [1.434057002174024, 43.62158999429809], [1.434057001084689, 43.62159100254229], [1.434057001084689, 43.62159100254229], [1.434057000457218, 43.6215919927881], [1.434057000457218, 43.6215919927881], [1.434056999367882, 43.62159300103231], [1.43405699850948, 43.62159400027732]]]], ""type"": ""MultiPolygon""}",2,JARDIN CLAUDE NOUGARO,RUE DU GENERAL BOURBAKI,Non,2.98
"43.605691500209666,1.4254884701962007","{""coordinates"": [[[[1.425475003583954, 43.60569199613579], [1.425475003583954, 43.60569199613579], [1.425475002585298, 43.6056929953865], [1.425475002585298, 43.6056929953865], [1.425475001586641, 43.605693994637186], [1.425475000355848, 43.6056950028871], [1.425475000355848, 43.6056950028871], [1.425476002951798, 43.605695997802904], [1.425476002951798, 43.605695997802904], [1.425476992931317, 43.60569700154923], [1.425476992931317, 43.60569700154923], [1.425477995527329, 43.605697996465025], [1.425477995527329, 43.605697996465025], [1.425478997891241, 43.60569900038], [1.425478997891241, 43.60569900038], [1.425480000487322, 43.60569999529577], [1.425480991465528, 43.60569999979138], [1.425482007444526, 43.60569999562511], [1.425481993829521, 43.60570100370632], [1.425482997424208, 43.6057009993714], [1.425484000786758, 43.60570100403563], [1.425485004381445, 43.60570099970067], [1.425485995359668, 43.605701004196234], [1.425486998954354, 43.60570099986123], [1.425486998954354, 43.60570099986123], [1.425488002316905, 43.60570100452544], [1.425488993527266, 43.605701000021746], [1.425489996889816, 43.60570100468597], [1.425491000484504, 43.60570100035093], [1.425492003847054, 43.605701005015135], [1.425492995057416, 43.605701000511424], [1.425492995057416, 43.605701000511424], [1.425493998419967, 43.60570100517557], [1.42549500301298, 43.60570000158982], [1.425495994223325, 43.60569999708608], [1.425495994223325, 43.60569999708608], [1.425496998584155, 43.605699002499534], [1.425498002178808, 43.60569899816444], [1.425498002178808, 43.60569899816444], [1.425499006771726, 43.60569799457866], [1.4254999977499, 43.60569799907409], [1.425499998748149, 43.6056969998234], [1.425501002110634, 43.6056970044875], [1.425501003340998, 43.6056959962376], [1.425501004339227, 43.6056949969869], [1.42550200770168, 43.605695001651], [1.42550199631557, 43.605694002231616], [1.42550199631557, 43.605694002231616], [1.425501997313785, 43.60569300298092], [1.425501998311997, 43.60569200373023], [1.425501998311997, 43.60569200373023], [1.425501999542347, 43.60569099548032], [1.425501999542347, 43.60569099548032], [1.425502000540561, 43.60568999622963], [1.425502001538776, 43.60568899697894], [1.425502001538776, 43.60568899697894], [1.425502002536989, 43.60568799772823], [1.425500998942517, 43.60568800206336], [1.42550100017288, 43.60568699381345], [1.425501000938978, 43.60568600356196], [1.425499997576673, 43.60568599889783], [1.425499998574919, 43.605684999647146], [1.425499007596955, 43.605684995151705], [1.42549800500081, 43.6056840002361], [1.42549800500081, 43.6056840002361], [1.425497001406404, 43.60568400457119], [1.425495999042443, 43.605683000656356], [1.425495999042443, 43.605683000656356], [1.425494995680188, 43.60568299599219], [1.425493993084144, 43.60568200107655], [1.425493002106227, 43.60568199658107], [1.425493002106227, 43.60568199658107], [1.425491998511853, 43.6056820009161], [1.425490995149614, 43.60568199625191], [1.425490003939564, 43.605682000755635], [1.425489000577326, 43.60568199609143], [1.425487996982951, 43.60568200042644], [1.425486993388577, 43.60568200476144], [1.425486993388577, 43.60568200476144], [1.425486002410661, 43.605682000265865], [1.425484998816286, 43.605682004600865], [1.425484007838369, 43.605682000105304], [1.425483004243995, 43.605682004440254], [1.425482000881757, 43.605681999775996], [1.425481999883216, 43.6056829990267], [1.425480996520963, 43.60568299436242], [1.425479992926571, 43.60568299869734], [1.425479000717912, 43.605684002451675], [1.425479000717912, 43.605684002451675], [1.425477996357033, 43.60568499703805], [1.425477996357033, 43.60568499703805], [1.425476991763987, 43.60568600062367], [1.425476991763987, 43.60568600062367], [1.425475999787368, 43.60568699537873], [1.425475999787368, 43.60568699537873], [1.425474995194256, 43.60568799896434], [1.425474995194256, 43.60568799896434], [1.425474994195598, 43.60568899821503], [1.425475005581266, 43.60568999763441], [1.425475005581266, 43.60568999763441], [1.425474992198285, 43.60569099671642], [1.425475003583954, 43.60569199613579]]]], ""type"": ""MultiPolygon""}",5,COULEE VERTE AMIDONNIERS,SQUARE MADY DE LA GIRAUDIERE,Non,3.88
"43.61342549899303,1.4259815003021112","{""coordinates"": [[[[1.425964993811738, 43.61342600440432], [1.425964993811738, 43.61342600440432], [1.425965005438968, 43.613426994821644], [1.42596500421611, 43.61342800306877], [1.42596500421611, 43.61342800306877], [1.42596500322535, 43.613429002316664], [1.425965993570425, 43.61342999705682], [1.425966004965577, 43.61343099647334], [1.425966996069336, 43.613431000964766], [1.425966995078607, 43.613432000212654], [1.425967998800372, 43.613431995873526], [1.425967997577567, 43.61343300412062], [1.425969000308652, 43.61343399902938], [1.42597000403045, 43.61343399469019], [1.425970994143597, 43.61343499842949], [1.425970994143597, 43.61343499842949], [1.425971996874763, 43.61343599333822], [1.4259730003645, 43.61343599799821], [1.425974004086332, 43.61343599365901], [1.425975006585472, 43.613436997566886], [1.425975997689327, 43.61343700205825], [1.425977001411175, 43.613436997719006], [1.425977992515033, 43.613437002210325], [1.42597899623688, 43.61343699787109], [1.425979999726633, 43.61343700253103], [1.425981003448481, 43.613436998191766], [1.425982006938235, 43.613437002851676], [1.425982998274186, 43.61343699834376], [1.42598400176394, 43.61343700300367], [1.425984993099888, 43.613436998495736], [1.425985996589642, 43.61343700315563], [1.425987000311489, 43.613436998816304], [1.425987992637822, 43.61343599506044], [1.425988996127561, 43.61343599972031], [1.425989999849391, 43.613435995380975], [1.425991004329466, 43.613435000792904], [1.425991995665381, 43.61343499628493], [1.425993000145407, 43.61343400169683], [1.425994003867204, 43.613433997357475], [1.425994004857489, 43.61343299810956], [1.425994995961283, 43.61343300260073], [1.425996000673316, 43.61343199901342], [1.425996000673316, 43.61343199901342], [1.425996992999419, 43.61343099525749], [1.425997006375553, 43.613429996178226], [1.425997997479299, 43.613430000669354], [1.425997998469519, 43.61342900142146], [1.425997999459738, 43.61342800217355], [1.425998000682051, 43.61342699392644], [1.425998000682051, 43.61342699392644], [1.42599800144018, 43.61342600367772], [1.425998002662492, 43.61342499543063], [1.425998003420622, 43.613424005181905], [1.425998003420622, 43.613424005181905], [1.425998004642931, 43.61342299693481], [1.42599799324726, 43.61342199751826], [1.425998006623372, 43.61342099843898], [1.42599700313388, 43.613420993779215], [1.425997003892028, 43.61342000353048], [1.425996001392805, 43.61341899962278], [1.425996001392805, 43.61341899962278], [1.425994998893616, 43.61341799571507], [1.425993995172083, 43.61341800005446], [1.425993996162368, 43.613417000806564], [1.425992992672941, 43.61341699614672], [1.425992002327636, 43.61341600140681], [1.425990998838227, 43.61341599674697], [1.425989996107076, 43.61341500183842], [1.425989005003578, 43.6134149973472], [1.425988001282093, 43.61341500168654], [1.425986998783099, 43.61341399777874], [1.425986007679614, 43.613413993287494], [1.425985003958146, 43.61341399762683], [1.425984000236678, 43.61341400196612], [1.425982996747302, 43.6134139973062], [1.425981993025833, 43.613414001645474], [1.425981001922351, 43.6134139971542], [1.425979998200882, 43.61341400149345], [1.425979007097398, 43.613413997002155], [1.425978003375929, 43.61341400134142], [1.425976999886553, 43.61341399668144], [1.425975996165084, 43.613414001020686], [1.4259750050616, 43.613413996529346], [1.425974000349519, 43.61341500011645], [1.425972996628033, 43.61341500445565], [1.425971993138641, 43.613414999795665], [1.425971001044479, 43.61341599455221], [1.425971001044479, 43.61341599455221], [1.4259699963323, 43.61341699813928], [1.425969004996673, 43.61341700264709], [1.425968000516538, 43.61341799723497], [1.425967999525825, 43.613418996482885], [1.425966995804273, 43.61341900082203], [1.425967007199439, 43.61342000023857], [1.425966003709965, 43.613419995578525], [1.425966002719222, 43.61342099482644], [1.425964998006874, 43.613421998413465], [1.425964997016115, 43.61342299766139], [1.425964997016115, 43.61342299766139], [1.425964996025355, 43.6134239969093], [1.425965007420486, 43.613424996325854], [1.425964993811738, 43.61342600440432]]]], ""type"": ""MultiPolygon""}",13,PLACE ROLAND GARROS,PLACE ROLAND GARROS,Non,5.66
"43.59290349881154,1.43552053103673","{""coordinates"": [[[[1.435372000575168, 43.5929039995968], [1.435371995325662, 43.592910004128186], [1.435373005005288, 43.592917003661675], [1.435374002303388, 43.59292400302752], [1.435376003822211, 43.592929998717125], [1.435379007658599, 43.59293699824043], [1.435381999950226, 43.592942998340696], [1.43538500462421, 43.5929489986085], [1.435390003455343, 43.5929549988659], [1.435393999133509, 43.59296099454482], [1.435398998802547, 43.592965995546486], [1.435405000790577, 43.59297200038143], [1.43541099146448, 43.59297699679384], [1.435417997675432, 43.59298199795158], [1.435425004723147, 43.5929859998536], [1.435431999620628, 43.592989992588265], [1.435438994288403, 43.592993994321816], [1.435447004493429, 43.59299800080032], [1.435456006768699, 43.593000994434526], [1.435463994112776, 43.59300299306672], [1.435472996158996, 43.59300599569888], [1.435481999040788, 43.59300799907503], [1.435491002757703, 43.59300900319516], [1.435499994323745, 43.5930099981477], [1.43550899804125, 43.5930110022664], [1.435518002823752, 43.59301099812986], [1.435526994993864, 43.593011002824255], [1.435537002931145, 43.593011003263314], [1.435545996165497, 43.593009999701636], [1.435555001781336, 43.593008996306885], [1.435563995617835, 43.59300700248778], [1.435573002066126, 43.5930049998363], [1.435580993810455, 43.593001993184565], [1.435590000859763, 43.59299900027572], [1.435598004984249, 43.59299599379041], [1.435605006324929, 43.592992001471345], [1.435612998667921, 43.59298800456136], [1.4356200002373, 43.592984003242094], [1.43562700286866, 43.59297899366778], [1.435633001883509, 43.59297399751543], [1.435639000897374, 43.59296900136275], [1.43564399675624, 43.59296400063368], [1.435648993446238, 43.592958000649034], [1.43565400251702, 43.59295200083175], [1.435657005048785, 43.592946000861566], [1.435660998582407, 43.59293999630039], [1.435664001944594, 43.592932997074676], [1.435666001090447, 43.592927001527585], [1.435668001298127, 43.59291999772583], [1.435668997289962, 43.59291399760274], [1.435669003111295, 43.59290700281532], [1.435668996781457, 43.59289999886098], [1.435669002833372, 43.592892995074216], [1.435668004439745, 43.592887003965494], [1.435665991574156, 43.592879999858624], [1.435664002410249, 43.592874004341496], [1.435660998774877, 43.59286699582615], [1.435657003076644, 43.59286100015627], [1.435653998380264, 43.592854999895366], [1.435648999531373, 43.59284899964915], [1.435644000683468, 43.592842999402734], [1.435639001004437, 43.59283799841142], [1.435632997943767, 43.592833001843005], [1.435626995114675, 43.592827996275], [1.435620001286016, 43.592822995297205], [1.435612994244227, 43.592818993406794], [1.435604996202935, 43.59281499610639], [1.435598001314189, 43.59281100338193], [1.435590002672612, 43.592807996336596], [1.435581000419226, 43.59280500271262], [1.435573001548674, 43.59280200466538], [1.435563998694271, 43.59280000129617], [1.435554995840461, 43.59279799792628], [1.435546004535343, 43.592796993978666], [1.435537000618181, 43.59279599886201], [1.435527005097878, 43.59279599859059], [1.435518000347082, 43.592796002727844], [1.435508995826897, 43.59279599786513], [1.435500002623456, 43.592797001424], [1.435490997268594, 43.59279799581527], [1.435482004064563, 43.59279899937273], [1.435472997643673, 43.592801002017254], [1.435464002999574, 43.59280399508481], [1.435455999728764, 43.59280600230567], [1.435447005083096, 43.5928089953719], [1.435439000140307, 43.59281300110234], [1.435431998809298, 43.5928169934116], [1.435424997246749, 43.592820994719716], [1.435417995683284, 43.59282499602739], [1.435411005664804, 43.59282999675764], [1.435405006415315, 43.59283500189801], [1.435398994177687, 43.59284099712653], [1.435393998308819, 43.59284599784523], [1.435389992373342, 43.592852002229776], [1.435384995666568, 43.59285800220346], [1.43538199334303, 43.59286399316745], [1.435379002939394, 43.59287000229757], [1.435375999778263, 43.59287699251677], [1.435374000374944, 43.59288299705824], [1.435373003518165, 43.592889996434174], [1.435372006661154, 43.592896995810094], [1.435372000575168, 43.5929039995968]]]], ""type"": ""MultiPolygon""}",21,JARDIN DE LA PRAIRIE DES FILTRES,COURS DILLON,Non,453.08
