Geo Point,Geo Shape,infobulle,nom,adresse,nb_jeux,id_aires_jeux,cloture
" 43.6089041605391,1.4720381999605663","{""coordinates"": [[[[1.472026502045637, 43.60877417950777], [1.471951253545141, 43.60878542799085], [1.471921138858478, 43.60882141714048], [1.47192262418661, 43.60885413305114], [1.471973233263612, 43.60889226949074], [1.47203390124072, 43.60890174957258], [1.4718811834291, 43.609000565471554], [1.471947142578396, 43.60903326939906], [1.472009016406972, 43.60897875023034], [1.472055374553065, 43.609002102716296], [1.472182773984479, 43.60895602941656], [1.472225429072816, 43.608919440738646], [1.47212633219012, 43.60887719770392], [1.472072891515217, 43.6088863488854], [1.472083115969641, 43.60882336004429], [1.472074077390799, 43.60879690891638], [1.472026502045637, 43.60877417950777]]]], ""type"": ""MultiPolygon""}",SOUPETARD 30 RUE DE SOUPETARD 5 jeux,SOUPETARD,30 RUE DE SOUPETARD,5,41,NON
" 43.65359636935622,1.4194711449362452","{""coordinates"": [[[[1.420310551075772, 43.653220836826776], [1.420309168486805, 43.65322539108294], [1.420307798291597, 43.65322994550833], [1.420305140370785, 43.65323539157576], [1.42030379394939, 43.65323902809779], [1.420301159802204, 43.653243556261884], [1.420297261237106, 43.65324807616271], [1.420294627089046, 43.65325260432661], [1.420290752064344, 43.65325621532299], [1.42028563787552, 43.65325980039633], [1.420281763082912, 43.65326340239336], [1.420276636732072, 43.653266978298], [1.420271510147547, 43.65327056320146], [1.420266407104246, 43.65327323920048], [1.420261304293585, 43.65327590620023], [1.420254937064328, 43.65327856493614], [1.420249857794794, 43.65328032303119], [1.42024352673381, 43.65328206403246], [1.420237183278494, 43.653283804864145], [1.420230852216787, 43.653285545864705], [1.420224532303203, 43.65328637779153], [1.420216960831282, 43.65328718362507], [1.420210677087068, 43.65328709781712], [1.420204380948899, 43.653287011839595], [1.420198097204721, 43.65328692603099], [1.420190549275344, 43.65328682295863], [1.420184276680288, 43.653285828075845], [1.420178004318537, 43.65328482419366], [1.420171744117862, 43.65328382947943], [1.420165495299852, 43.65328191669241], [1.420159258876209, 43.653280004074276], [1.420153010058986, 43.65327809128655], [1.420146797412839, 43.65327526076456], [1.420141823931124, 43.653272456166654], [1.420136875470911, 43.65326964290801], [1.42013191438408, 43.65326683847895], [1.420126977074713, 43.65326311614645], [1.420122039999057, 43.653259384814696], [1.420118354481478, 43.6532556795767], [1.420114681125201, 43.6532519835069], [1.420111019385754, 43.65324736036542], [1.420108598053865, 43.65324367239137], [1.420104948476232, 43.65323905841798], [1.420102538528444, 43.65323445237128], [1.420101404925874, 43.65322987275722], [1.420100259162627, 43.65322528397482], [1.420099125560399, 43.653220704360706], [1.420098015968878, 43.6532151978443], [1.420098134156657, 43.6532106353253], [1.42009825257753, 43.65320606380724], [1.420098370765274, 43.65320150128821], [1.420099764752873, 43.65319602896205], [1.420101134729743, 43.65319148353812], [1.420102517333471, 43.653186929284374], [1.420103887309932, 43.65318238386044], [1.420106534096178, 43.653177846870946], [1.420110420043862, 43.653173335806216], [1.420113030658101, 43.653169716550586], [1.420116929231845, 43.65316519665581], [1.420120791634001, 43.65316159449493], [1.420124666429646, 43.65315799250316], [1.42012979301334, 43.65315440760606], [1.420134919596432, 43.65315082270872], [1.420140022402155, 43.65314815571442], [1.420145113046593, 43.65314547955158], [1.420150228245368, 43.653142812726045], [1.420156583071077, 43.65314015382655], [1.420162926513754, 43.65313841299922], [1.420169257562128, 43.65313667200223], [1.420175601004085, 43.653134931174186], [1.420181908275605, 43.6531341080798], [1.420188228173995, 43.65313327615529], [1.420194548072212, 43.65313244423043], [1.420202095982493, 43.65313254730253], [1.420208379710773, 43.653132633110936], [1.420214675833012, 43.65313271908825], [1.420220959561328, 43.65313280489597], [1.420228483696269, 43.653133825869624], [1.420234756043323, 43.65313482974913], [1.420240992687582, 43.653136733364235], [1.420247241259993, 43.65313865514636], [1.420253477671944, 43.653140567759834], [1.420258462529079, 43.65314245428052], [1.420264687560825, 43.65314528496592], [1.420269648410788, 43.65314809838847], [1.420274609494294, 43.65315090281176], [1.420279546803587, 43.65315462513811], [1.420284484113485, 43.65315834746425], [1.420288169635276, 43.653162052697084], [1.420293094552351, 43.653165774853605], [1.420296780075113, 43.65316948008616], [1.420299177641053, 43.6531740859597], [1.420302839623441, 43.65317870009628], [1.420305237190204, 43.65318330596964], [1.420306394348406, 43.653186976677574], [1.4203087683746, 43.65319249145509], [1.42030990199204, 43.65319707106721], [1.420311047770531, 43.65320165984758], [1.420310929365614, 43.65320623136586], [1.420310811193761, 43.65321079388509], [1.420310669247664, 43.653216274307574], [1.420310551075772, 43.653220836826776]]], [[[1.420132748264776, 43.653380151988145], [1.419879604383313, 43.653581387526124], [1.419860562504621, 43.653587528032], [1.419822375492351, 43.653555939737295], [1.420093249732928, 43.65335037332368], [1.420132748264776, 43.653380151988145]]], [[[1.417625686191651, 43.65425603205457], [1.4174305466344, 43.654258845192174], [1.417427505510557, 43.654182050520646], [1.417622633634844, 43.65418014646098], [1.417625686191651, 43.65425603205457]]], [[[1.419485458791286, 43.65373591916408], [1.419452108769592, 43.653808570684035], [1.419302119631455, 43.65376905413394], [1.419353235188342, 43.65369024479505], [1.419485458791286, 43.65373591916408]]], [[[1.419786354463601, 43.65368336947112], [1.419692208759181, 43.65372229646176], [1.419610956197739, 43.653652652518254], [1.419714280281656, 43.653599231340145], [1.419786354463601, 43.65368336947112]]], [[[1.419423141318334, 43.65366378808947], [1.419400944129496, 43.65369456053677], [1.419274874813511, 43.65365445251923], [1.41928950005885, 43.65362450386651], [1.419423141318334, 43.65366378808947]]]], ""type"": ""MultiPolygon""}",BASE DE LOISIRS DE SESQUIERES SESQUIERES 10 jeux,BASE DE LOISIRS DE SESQUIERES,SESQUIERES,10,208,NON
" 43.58457751063207,1.4234413100930114","{""coordinates"": [[[[1.423440111271705, 43.584634970187636], [1.42335256296021, 43.58456889502507], [1.423398802553206, 43.58453114845578], [1.423440700462099, 43.5845637058067], [1.423477983915754, 43.58453131950831], [1.423504142301248, 43.584540813874526], [1.423523351314107, 43.58457579839816], [1.423440111271705, 43.584634970187636]]]], ""type"": ""MultiPolygon""}",BECANNE 2 JARDIN MAURICE BECANNE 1 jeux,BECANNE 2,JARDIN MAURICE BECANNE,1,217,NON
" 43.57788607785895,1.4449926944615652","{""coordinates"": [[[[1.445028542310636, 43.577619730715995], [1.44501292058861, 43.57783883771543], [1.444971120817972, 43.57799911259473], [1.444996021669882, 43.57808281022658], [1.445066941703177, 43.57812356440634], [1.445101369858741, 43.5781020347844], [1.445106265347533, 43.57807220359344], [1.445122022928957, 43.5779965701702], [1.445168098010948, 43.577914943994536], [1.445103547038251, 43.577833665615984], [1.445078969161551, 43.57766335995336], [1.445041251941319, 43.5775650769514], [1.445028542310636, 43.577619730715995]]], [[[1.444905532053295, 43.5779508140487], [1.444898897363068, 43.57777516833754], [1.444833107734263, 43.577744007669516], [1.444805457944687, 43.57776486324268], [1.44476461116842, 43.57785414870753], [1.444747420382284, 43.577914566695405], [1.444905532053295, 43.5779508140487]]]], ""type"": ""MultiPolygon""}",NIEL RUE SAINT ROCH 16 jeux,NIEL,RUE SAINT ROCH,16,211,NON
" 43.58409799562388,1.484024628328459","{""coordinates"": [[[[1.484016699557223, 43.584153435726165], [1.484099562751356, 43.584107008463945], [1.484030792087278, 43.584041226454616], [1.483950363754788, 43.58409134056081], [1.484016699557223, 43.584153435726165]]]], ""type"": ""MultiPolygon""}",SCHRADER 2 IMPASSE FRANZ SCHRADER 3 jeux,SCHRADER 2,IMPASSE FRANZ SCHRADER,3,118,GRILLAGE RIGIDE
" 43.58406609146301,1.4089431785964877","{""coordinates"": [[[[1.408946475914878, 43.583974851995194], [1.408815092503745, 43.58404797058767], [1.408960438836998, 43.584162367932315], [1.409060700109779, 43.58407785566863], [1.408946475914878, 43.583974851995194]]]], ""type"": ""MultiPolygon""}",GIRONDE PLACE DE LA GIRONDE 4 jeux,GIRONDE,PLACE DE LA GIRONDE,4,64,GRILLAGE RIGIDE
" 43.601819551129985,1.4632469823071514","{""coordinates"": [[[[1.463234941398336, 43.60175516875104], [1.463145898852217, 43.60181123063682], [1.463222788100676, 43.60186493448532], [1.46326917554459, 43.601886778670426], [1.463312871035501, 43.60185021601669], [1.463336867278955, 43.601808836290125], [1.463234941398336, 43.60175516875104]]]], ""type"": ""MultiPolygon""}",SACCARIN RUE FIRMIN LARROQUE 5 jeux,SACCARIN,RUE FIRMIN LARROQUE,5,115,GRILLAGE RIGIDE
" 43.56249976847574,1.396538701241852","{""coordinates"": [[[[1.396327762246327, 43.56257590166792], [1.396424362146773, 43.562594815766936], [1.396480670819926, 43.56263426351407], [1.396522172484196, 43.562641663577246], [1.396543622198138, 43.56261921181673], [1.396587175398742, 43.562628161769936], [1.39668444123171, 43.562576432672685], [1.396781415263136, 43.56249666542148], [1.396833241679819, 43.56238897569191], [1.396787597160271, 43.56237999680304], [1.39674676244803, 43.56242643249728], [1.396707961664098, 43.562434995559165], [1.396672968388644, 43.56241782807645], [1.396619492195825, 43.56238979899341], [1.396538476286655, 43.562378060372914], [1.396509949031215, 43.562392824713044], [1.396479807758358, 43.562389372431525], [1.396455465954934, 43.56240268242713], [1.396395976622232, 43.562405646662256], [1.396383370171729, 43.562430777897326], [1.396344027705248, 43.56243828001611], [1.396329740352844, 43.56246613369563], [1.396272911907837, 43.56248657280268], [1.396226367027513, 43.56247227867365], [1.396219460778202, 43.562497200950524], [1.396297987208325, 43.562524074573666], [1.396327762246327, 43.56257590166792]]]], ""type"": ""MultiPolygon""}",BOIS  DE  BELLEFONTAINE PASSAGE ANDRE MAUROIS 6 jeux,BOIS  DE  BELLEFONTAINE,PASSAGE ANDRE MAUROIS,6,183,NON
" 43.56452167460947,1.4159300539619601","{""coordinates"": [[[[1.415014975636896, 43.565334262159475], [1.415112964334511, 43.56533485937965], [1.415222740676545, 43.56532347381728], [1.415204312859549, 43.56531032938328], [1.415111475230335, 43.56531208955484], [1.415012453982648, 43.56531073095552], [1.415014975636896, 43.565334262159475]]], [[[1.414234803469654, 43.56430236160258], [1.414289575315562, 43.56428037307525], [1.414254576042902, 43.56426321092945], [1.414218553686315, 43.56428545683138], [1.414234803469654, 43.56430236160258]]], [[[1.414499818802886, 43.564133906880016], [1.414545477653949, 43.5641019353771], [1.414500104428924, 43.5640823622819], [1.414461806430336, 43.5641121571592], [1.414499818802886, 43.564133906880016]]], [[[1.416784254399921, 43.564510189061515], [1.416933209180079, 43.56445499239063], [1.416916912208419, 43.56444035600142], [1.416775197664359, 43.56449755141732], [1.416784254399921, 43.564510189061515]]], [[[1.417801766347037, 43.56388805648473], [1.417833118621424, 43.56388545205646], [1.417818575694092, 43.56380261864703], [1.417788275405566, 43.563805237479926], [1.417801766347037, 43.56388805648473]]], [[[1.417206283676527, 43.56431734063203], [1.417276492165251, 43.564283426804664], [1.417262646487469, 43.564274522651004], [1.417197197499042, 43.56430583693615], [1.417206283676527, 43.56431734063203]]]], ""type"": ""MultiPolygon""}",GIRONIS PARCOURS SPORTIF RUE DE GIRONIS 6 jeux,GIRONIS PARCOURS SPORTIF,RUE DE GIRONIS,6,231,NON
" 43.61269967676901,1.432531455401194","{""coordinates"": [[[[1.432491144514676, 43.61241231810035], [1.432356198128698, 43.61258864473752], [1.432321121944306, 43.61297935697496], [1.432581016744258, 43.613027145382084], [1.432666677278078, 43.612768733150645], [1.432714620734389, 43.61277090450995], [1.432714620734389, 43.61277090450995], [1.432744332055876, 43.61262953838357], [1.432773303759053, 43.61251696971959], [1.432584238944264, 43.61236278906939], [1.432491144514676, 43.61241231810035]]]], ""type"": ""MultiPolygon""}",COMPANS 22 BOULEVARD DE LA MARQUETTE 12 jeux,COMPANS,22 BOULEVARD DE LA MARQUETTE,12,12,NON
" 43.60115796509181,1.4848574720663315","{""coordinates"": [[[[1.484995151346935, 43.60115930832741], [1.484995287141896, 43.60115383672197], [1.484995445941564, 43.60114743818335], [1.484994341617834, 43.60114102308909], [1.484991998714875, 43.60113460076313], [1.484989620870734, 43.60112908720926], [1.484987265808521, 43.601122655721475], [1.484983624842401, 43.60111712561174], [1.484979996260499, 43.60111159566417], [1.4849763552957, 43.60110606555418], [1.484971463592592, 43.601100519050476], [1.484966549331924, 43.60109588148102], [1.484960371726323, 43.60109123635471], [1.484954206728566, 43.601086582391005], [1.484948029124847, 43.601081937264006], [1.484941841346807, 43.60107820123346], [1.484934390447551, 43.60107444864631], [1.484928180112093, 43.60107162154949], [1.484919466092646, 43.60106785240498], [1.48491196985417, 43.60106592668464], [1.484904496175528, 43.601063092029364], [1.48489573681642, 43.601061149751324], [1.484888217796552, 43.60106014196328], [1.4848794482622, 43.6010591087808], [1.484870666344598, 43.60105807543535], [1.484861861643937, 43.60105796002305], [1.484853069326852, 43.60105784477239], [1.484845527747856, 43.601057745916016], [1.484836700263553, 43.601058548435596], [1.48482788516256, 43.60105935111684], [1.48481903534053, 43.60106105357017], [1.484811448416332, 43.60106278157982], [1.484803838930844, 43.601065418523426], [1.484794965876143, 43.601068056907415], [1.48478861951114, 43.60107071040781], [1.484780987239097, 43.601074265283714], [1.484773354966165, 43.601077820159084], [1.484766963252999, 43.60108230052654], [1.484760581493473, 43.6010858807962], [1.484754177394975, 43.60109036100056], [1.48474901363281, 43.6010957756967], [1.484743872431496, 43.60110028145817], [1.484739959629972, 43.60110570355054], [1.484734808248803, 43.60111111840835], [1.48473089499901, 43.601116558499086], [1.4847282225328, 43.60112291508335], [1.484725572628082, 43.60112836273309], [1.484722899937413, 43.60113472831653], [1.484721500771421, 43.601140192362415], [1.484720091426603, 43.601146565505026], [1.484719932598078, 43.60115296404326], [1.48471977376952, 43.601159362581484], [1.484719615164316, 43.60116575212032], [1.484720707076059, 43.60117216705482], [1.484721834157111, 43.60117766421788], [1.48472418941687, 43.60118408671157], [1.484726567239182, 43.60118960027081], [1.484728922276514, 43.60119603176371], [1.484732563224265, 43.60120156188132], [1.484737442530191, 43.60120710823259], [1.484741083479378, 43.60121263834993], [1.484745997955701, 43.6012172669294], [1.484750889424296, 43.60122282244178], [1.484757067027271, 43.60122746757906], [1.484763267192715, 43.60123120378163], [1.484769432413901, 43.60123584875591], [1.484776883322715, 43.601239601353505], [1.484784334009067, 43.60124336294995], [1.484790544578711, 43.601246181054954], [1.484799281176649, 43.601249041274556], [1.484806754649794, 43.601251884935806], [1.484814251131158, 43.601253801663496], [1.484823010515314, 43.60125574394757], [1.484831780076956, 43.60125677713422], [1.48484056224585, 43.601257801483214], [1.484848103849551, 43.60125790033992], [1.484856896195437, 43.60125801559093], [1.48486570092494, 43.60125813100363], [1.484874528214359, 43.601257337481236], [1.484883343343325, 43.601256534796484], [1.48489090750657, 43.601255724716005], [1.484899757578177, 43.60125401325793], [1.484907367306388, 43.60125136730883], [1.484914954251308, 43.601249639293], [1.484923849662998, 43.60124610096489], [1.484930196040355, 43.601243447457236], [1.48493782832486, 43.60123989257174], [1.484944197483153, 43.6012363211295], [1.484950601806371, 43.6012318319155], [1.484956993521716, 43.60122735153813], [1.484963397843054, 43.60122286232337], [1.484968538815139, 43.60121836555171], [1.484973702568202, 43.60121295084601], [1.484977615802537, 43.601207510747216], [1.484981516429252, 43.601202079485326], [1.484985429438848, 43.601196648385596], [1.484988101881506, 43.60119029179558], [1.484990751765486, 43.60118484413994], [1.484993412046851, 43.60117847838813], [1.484994833747442, 43.60117210540457], [1.484994992547205, 43.601165706865984], [1.484995151346935, 43.60115930832741]]]], ""type"": ""MultiPolygon""}",CITE DE L?HERS RUE CLAUDIUS ROUGENET 5 jeux,CITE DE L?HERS,RUE CLAUDIUS ROUGENET,5,206,GRILLAGE RIGIDE
" 43.591444853057865,1.439997991437691","{""coordinates"": [[[[1.439989500711846, 43.59161482720584], [1.440165758607191, 43.59157475098415], [1.440006469884362, 43.59127693520079], [1.439830380123686, 43.59131094582673], [1.439989500711846, 43.59161482720584]]]], ""type"": ""MultiPolygon""}",ILE DU RAMIER 2 AVENUE DU GRAND RAMIER 3 jeux,ILE DU RAMIER 2,AVENUE DU GRAND RAMIER,3,195,GRILLAGE RIGIDE
" 43.59746996555946,1.375236104697257","{""coordinates"": [[[[1.374561494966958, 43.59748014932981], [1.374568718729855, 43.597208843190856], [1.374533297843288, 43.59697181302576], [1.374436871193462, 43.59683247533797], [1.37456625089612, 43.59659624146651], [1.374864260627337, 43.59645184566834], [1.375358871113937, 43.59652399553591], [1.376126730860405, 43.59683348988271], [1.376222367571823, 43.597003135461065], [1.376175289029549, 43.59720413925096], [1.375927243976971, 43.59743111831218], [1.375689240932988, 43.59751571925834], [1.375572507900986, 43.597668741782066], [1.375555794662493, 43.59782619482319], [1.375476830087034, 43.59804948148959], [1.37552350503246, 43.598177504988065], [1.375567079107953, 43.59834339443365], [1.375769804701055, 43.59864342517743], [1.375366708959321, 43.59873783176022], [1.374999053919281, 43.59852039325695], [1.374926974127429, 43.59824948465357], [1.374587645986965, 43.59790810034988], [1.374585163993633, 43.59768821513827], [1.37456088946952, 43.59750289016094], [1.374660949513065, 43.59750580972356], [1.374757027152149, 43.59765878106457], [1.374791163308384, 43.59786548156983], [1.375015474343338, 43.59813853067694], [1.375169454132176, 43.598310509729764], [1.375160054221268, 43.59842864352565], [1.375492032392562, 43.598575837674865], [1.37556799617477, 43.59854355104291], [1.375396811172989, 43.5983910282099], [1.37540830806798, 43.59819407991557], [1.375272414250716, 43.59804812959825], [1.375244488854432, 43.59784304700677], [1.375308837944103, 43.59769839000152], [1.375551129791729, 43.59745312830699], [1.37578500439482, 43.59728811322849], [1.375973618116912, 43.597099712379105], [1.376004311843666, 43.59696519603661], [1.375865762170233, 43.596840436937335], [1.375593098472192, 43.59673804557751], [1.375331058403804, 43.596707066783075], [1.375116075392434, 43.59671011227792], [1.374823708286683, 43.596721161816106], [1.374741313785131, 43.596838269230695], [1.374786059195875, 43.59711638287903], [1.374756307720176, 43.59737220301859], [1.37466171622159, 43.59747701246942], [1.374561494966958, 43.59748014932981]]]], ""type"": ""MultiPolygon""}","PARCOURS SPORTIF DU TOUCH 141, CHE DE TOURNEFEUILLE, TOULOUSE 8 jeux",PARCOURS SPORTIF DU TOUCH,"141, CHE DE TOURNEFEUILLE, TOULOUSE",8,262,NON
" 43.584533776154146,1.4217837112467373","{""coordinates"": [[[[1.421729903535589, 43.58451019392429], [1.421684108692149, 43.58453788116813], [1.421671481612949, 43.58456451801559], [1.421704052347848, 43.58459567026222], [1.421761955712345, 43.58459494870026], [1.421900832145647, 43.58452747244525], [1.421838007952833, 43.584456485322825], [1.421729903535589, 43.58451019392429]]]], ""type"": ""MultiPolygon""}",FONTAINE LESTANG  3 PARC FONTAINE LESTANG 2 jeux,FONTAINE LESTANG  3,PARC FONTAINE LESTANG,2,197,NON
" 43.584581963546015,1.4224378078682702","{""coordinates"": [[[[1.42239558970228, 43.58452407335941], [1.422407631703087, 43.584643259218566], [1.422478588441464, 43.58464157219263], [1.422469207544889, 43.584520523153444], [1.42239558970228, 43.58452407335941]]]], ""type"": ""MultiPolygon""}",FONTAINE LESTANG  2 PARC FONTAINE LESTANG 5 jeux,FONTAINE LESTANG  2,PARC FONTAINE LESTANG,5,196,GRILLAGE RIGIDE
" 43.60379547720863,1.4554142094412534","{""coordinates"": [[[[1.455312935254379, 43.60376008013514], [1.455521698346502, 43.60375921473695], [1.455500849861371, 43.603837517487385], [1.45530998458718, 43.603826747954216], [1.455312935254379, 43.60376008013514]]]], ""type"": ""MultiPolygon""}",MICHELET NORD BD MICHELET 4 jeux,MICHELET NORD,BD MICHELET,4,3,
" 43.65408115571523,1.438374506034631","{""coordinates"": [[[[1.438456867745206, 43.65402508882381], [1.438256459456562, 43.65406332559518], [1.438289059432159, 43.654135783232576], [1.438493567134472, 43.65410063547367], [1.438491511224103, 43.65409909535562], [1.438456867745206, 43.65402508882381]]]], ""type"": ""MultiPolygon""}",MOULIS 2 ROUTE DE LAUNAGUET 1 jeux,MOULIS 2,ROUTE DE LAUNAGUET,1,255,NON
" 43.61297600069702,1.460484881064589","{""coordinates"": [[[[1.460359624848633, 43.61296815904515], [1.460481799011261, 43.61306115924827], [1.46060312560448, 43.61298784877512], [1.460501216931683, 43.61288962716429], [1.460359624848633, 43.61296815904515]]]], ""type"": ""MultiPolygon""}",FELIX LAVIT RUE LEVERRIER 1 jeux,FELIX LAVIT,RUE LEVERRIER,1,18,NON
" 43.566910412871856,1.3992372646668534","{""coordinates"": [[[[1.399057097175393, 43.566920074998514], [1.399351316185983, 43.56679300279408], [1.399402864071655, 43.56685512347482], [1.399388464886255, 43.56692694442612], [1.399218898002794, 43.566992069017154], [1.399099746976922, 43.567003300531496], [1.399055766089431, 43.56697085798672], [1.399056117001042, 43.56691779277011], [1.399057097175393, 43.566920074998514]]]], ""type"": ""MultiPolygon""}",CLAIRFONT RUE RAYMOND LIZOP 1 jeux,CLAIRFONT,RUE RAYMOND LIZOP,1,258,NON
" 43.62606554543694,1.468353002673908","{""coordinates"": [[[[1.46817291578072, 43.62602408999235], [1.468448377810366, 43.62617577135223], [1.468532020933227, 43.62610102635488], [1.468250094374857, 43.62595657837055], [1.46817291578072, 43.62602408999235]]]], ""type"": ""MultiPolygon""}",MICHOUN 70 CHEMIN MICHOUN 10 jeux,MICHOUN,70 CHEMIN MICHOUN,10,27,
" 43.61922137081065,1.4425334497965592","{""coordinates"": [[[[1.442433300900163, 43.619297356981626], [1.442667177822759, 43.61925115670385], [1.442630922987538, 43.619143757030564], [1.442399468006368, 43.61919363579147], [1.442433300900163, 43.619297356981626]]]], ""type"": ""MultiPolygon""}","NEGRENEYS 11, RUE LAURENT MARQUESTE, TOULOUSE 3 jeux",NEGRENEYS,"11, RUE LAURENT MARQUESTE, TOULOUSE",3,143,GRILLAGE RIGIDE
" 43.63614759449612,1.4615901103118296","{""coordinates"": [[[[1.461463866461974, 43.636189349016], [1.461559386877268, 43.636191555886924], [1.461656697230043, 43.63619847663787], [1.461670909808297, 43.63609000901349], [1.461582056867296, 43.63608882715135], [1.461463866461974, 43.636189349016]]]], ""type"": ""MultiPolygon""}",RAMELET 2 ESPACE DU RAMELET 4 jeux,RAMELET 2,ESPACE DU RAMELET,4,34,NON
" 43.637873978672154,1.447298609560627","{""coordinates"": [[[[1.447230060585557, 43.63791679851569], [1.447210948839876, 43.63788849097623], [1.447355523057652, 43.63782675009301], [1.447379388556756, 43.637873314934005], [1.447377345359812, 43.6378717751309], [1.447230060585557, 43.63791679851569]]]], ""type"": ""MultiPolygon""}",JARDIN 14  3 jeux,JARDIN 14,,3,266,NON
" 43.62274896764622,1.428081141867205","{""coordinates"": [[[[1.427964716567677, 43.62266172041846], [1.427955686558256, 43.62281694169223], [1.428097727640929, 43.62282070020228], [1.428102286505008, 43.622839036886155], [1.428146300398169, 43.62283963521475], [1.428231679217588, 43.6227969365126], [1.42816075923093, 43.622668958730024], [1.427964716567677, 43.62266172041846]]]], ""type"": ""MultiPolygon""}",RAUZY RUE FRANCOIS RAUZY 6 jeux,RAUZY,RUE FRANCOIS RAUZY,6,35,
" 43.64169070744167,1.4416317629420299","{""coordinates"": [[[[1.441723527890566, 43.64167491093613], [1.441695596769922, 43.641635239903856], [1.441674711033219, 43.64161577476686], [1.441644781733956, 43.64160531604505], [1.44161192774958, 43.64161035576072], [1.441585147768281, 43.64162461456889], [1.441564510338827, 43.64164443849174], [1.441547596909997, 43.64171549026765], [1.441572906956855, 43.641758771923584], [1.441600180798582, 43.64177467724314], [1.441650550131883, 43.64177352841751], [1.441698177707102, 43.64173122044528], [1.441723527890566, 43.64167491093613]]]], ""type"": ""MultiPolygon""}",RIGAL RUE RAPHAEL 4 jeux,RIGAL,RUE RAPHAEL,4,36,
" 43.60223251266944,1.447721424970217","{""coordinates"": [[[[1.447629449065097, 43.602185013330875], [1.447582290497351, 43.60227065848648], [1.447794191737078, 43.60228601747202], [1.447855478919102, 43.602197186074406], [1.447794440181751, 43.60217442770559], [1.447708364152242, 43.602197028991384], [1.447629449065097, 43.602185013330875]]]], ""type"": ""MultiPolygon""}",SAINT GEORGES PLACE ST GEORGES 1 jeux,SAINT GEORGES,PLACE ST GEORGES,1,38,NON
" 43.598410811082125,1.3891754280540176","{""coordinates"": [[[[1.389093848592017, 43.5983821478127], [1.389139403508833, 43.598466856867184], [1.389259605654026, 43.59843838276385], [1.389207748562337, 43.59835449517849], [1.389093848592017, 43.5983821478127]]]], ""type"": ""MultiPolygon""}",BALUFFET RUE DES MUSES 3 jeux,BALUFFET,RUE DES MUSES,3,45,
" 43.556808601932424,1.3804147859215352","{""coordinates"": [[[[1.380302326190208, 43.556810824676965], [1.380397020887022, 43.55688800870785], [1.380526026056507, 43.556809388124314], [1.38043395164654, 43.55672768560982], [1.380302326190208, 43.556810824676965]]]], ""type"": ""MultiPolygon""}",GARDERIE ST SIMON PLACE DE L EGLISE SAINT SIMON 5 jeux,GARDERIE ST SIMON,PLACE DE L EGLISE SAINT SIMON,5,63,
" 43.64199381187591,1.43396966451663","{""coordinates"": [[[[1.433899177265396, 43.64193384391527], [1.433921108780347, 43.64206023530285], [1.434031932402321, 43.64205625338816], [1.434027598329488, 43.64193100949881], [1.433899177265396, 43.64193384391527]]]], ""type"": ""MultiPolygon""}",SEMINAIRE IMPASSE DU SEMINAIRE 4 jeux,SEMINAIRE,IMPASSE DU SEMINAIRE,4,39,GRILLAGE RIGIDE
" 43.606253678966546,1.386793905615446","{""coordinates"": [[[[1.387068963146399, 43.606061967592304], [1.386749425391942, 43.60611416106363], [1.386378172072308, 43.60631458645028], [1.386261679125511, 43.6064874999242], [1.386544144296898, 43.60645854782249], [1.386769249428359, 43.60636299558945], [1.386850946303307, 43.606270015001556], [1.387304266931312, 43.60624710021636], [1.387352278936674, 43.606191108561816], [1.38727994365056, 43.60612064545617], [1.387068963146399, 43.606061967592304]]]], ""type"": ""MultiPolygon""}",MARMANDE CHEMIN DES CAPELLES 7 jeux,MARMANDE,CHEMIN DES CAPELLES,7,72,NON
" 43.582143567120475,1.3836612674537252","{""coordinates"": [[[[1.38365792514674, 43.582052097346164], [1.383521193829033, 43.58208857146866], [1.383477752067564, 43.58216290089446], [1.383744433885493, 43.58225069714765], [1.383833612564947, 43.58211121677465], [1.38365792514674, 43.582052097346164]]]], ""type"": ""MultiPolygon""}",PORTAL RUE ANTOINE PORTAL 5 jeux,PORTAL,RUE ANTOINE PORTAL,5,78,
" 43.57623826504223,1.4856592729642186","{""coordinates"": [[[[1.485500873161377, 43.57621365435945], [1.485676545827608, 43.57632744212515], [1.4858230381806, 43.57629920413287], [1.485641188078696, 43.57613142050902], [1.485500873161377, 43.57621365435945]]]], ""type"": ""MultiPolygon""}",ALALOUF 38 ROUTE DE REVEL 4 jeux,ALALOUF,38 ROUTE DE REVEL,4,90,
" 43.580169764269414,1.459589788659659","{""coordinates"": [[[[1.459693571771052, 43.580157343856335], [1.459599632777663, 43.580093957030655], [1.459486780115751, 43.580182917568415], [1.459578216461905, 43.58024537088008], [1.459693571771052, 43.580157343856335]]]], ""type"": ""MultiPolygon""}",BONNAT RUE BONNAT 4 jeux,BONNAT,RUE BONNAT,4,92,
" 43.5829680298536,1.441314185778344","{""coordinates"": [[[[1.441215591379078, 43.58291234010058], [1.441250946751882, 43.583053551903355], [1.441369564325166, 43.58303595877244], [1.441415978368387, 43.58299088852468], [1.441391683075699, 43.58290832369771], [1.441316791221305, 43.58288720209537], [1.441215591379078, 43.58291234010058]]]], ""type"": ""MultiPolygon""}",DASTE ROND POINT PLACE ANDRE DASTE 4 jeux,DASTE ROND POINT,PLACE ANDRE DASTE,4,96,
