Geo Point,Geo Shape,ins_nom,ins_complexe_nom_cplmt,ins_codepostal,secteur,quartier,acces_libre,ins_nb_equ,ins_detail_equ,ins_complexe_nom,ins_adresse,ins_commune,acces_public_horaires,acces_club_scol,ins_nom_cplmt,ins_id_install
"43.62397671825619,1.4787277777640444","{""coordinates"": [[1.478727777764044, 43.62397671825619]], ""type"": ""MultiPoint""}",PATINOIRE  ALEX JANY,COMPLEXE SPORTIF ALEX JANY,31500,Toulouse Est,4.2,,1,,BASE DE SPORTS ET DE LOISIRS DES ARGOULETS,RUE VERDON,,oui,oui,,
"43.5676287167627,1.4530470319757551","{""coordinates"": [[1.453047031975755, 43.5676287167627]], ""type"": ""MultiPoint""}",PATINOIRE BELLEVUE,,31400,Toulouse Sud Est,5.2,,3,PATINOIRE / SALLE BILLARD / DANSE,COMPLEXE SPORTIF BELLEVUE,,,oui,oui,,
