Geo Point,Geo Shape,cdparcadas,type_culture,surface,entretien,collectivite,insee
"43.649784635253845,1.4611257191334763","{""coordinates"": [[[[1.460236262698344, 43.649550366682554], [1.461594769364918, 43.65022415848085], [1.461816296458464, 43.65005641423921], [1.461971813141388, 43.64993865779158], [1.461971910431381, 43.64993858526736], [1.46057228511138, 43.64936155864519], [1.460236262698344, 43.649550366682554]]]], ""type"": ""MultiPolygon""}",3155531AD0061,BIO,4900,RAVT,EPFL,31555
"43.64937397303254,1.4615414323998261","{""coordinates"": [[[[1.46057228511138, 43.64936155864519], [1.461971910431381, 43.64993858526736], [1.46245372593517, 43.64957310540132], [1.461377239162318, 43.64874274624151], [1.46057228511138, 43.64936155864519]]]], ""type"": ""MultiPolygon""}",3155531AD0173,BIO,9590,RAVT,EPFL,31555
"43.65976149022892,1.459592891058219","{""coordinates"": [[[[1.459907569851724, 43.66067291581791], [1.459893094193474, 43.66061267892553], [1.459860847966999, 43.66051475661988], [1.459852993803357, 43.66031984595005], [1.459274513583751, 43.66027721592852], [1.458720947663821, 43.660234824869875], [1.458705685021467, 43.660073213283354], [1.458709324267682, 43.66002744089636], [1.45873181594913, 43.65999128186425], [1.458772026152662, 43.65996049006872], [1.459003882492764, 43.659804060492434], [1.459077624521864, 43.659756341067514], [1.459115021976938, 43.65971903015671], [1.459115041081905, 43.65968392208387], [1.459092419486573, 43.65960260159339], [1.458999071020628, 43.65932706325078], [1.458981590907181, 43.65926795645946], [1.458982360667265, 43.65921791483015], [1.459000586137536, 43.659164054730056], [1.459282093712849, 43.65854386558834], [1.459441344576683, 43.658763117727894], [1.459650050764814, 43.659041902012184], [1.459917133217022, 43.6593954604701], [1.460233370889108, 43.65981574805031], [1.460640049126053, 43.66036731872188], [1.460606544247596, 43.660368043230164], [1.460563987382711, 43.6603742286122], [1.460536050366076, 43.66037547728748], [1.460516540037343, 43.660377468226784], [1.460496369034596, 43.660380530627776], [1.460483038083694, 43.66038323393127], [1.460468423585206, 43.660387270474], [1.460453591122811, 43.660390313880356], [1.460433575912256, 43.66039751932335], [1.460418927328544, 43.660402905725896], [1.460399922784366, 43.66041408554871], [1.460384768903989, 43.66042504654401], [1.460371405331517, 43.660433510764086], [1.460340918620564, 43.6604525496824], [1.46030852172399, 43.660468862534344], [1.460278321098574, 43.6604861948387], [1.460261278927119, 43.66049803090255], [1.460250329554124, 43.660504726810174], [1.460223101744327, 43.66051741755413], [1.460105140201553, 43.660577692295824], [1.459954249361762, 43.66065094179875], [1.459907569851724, 43.66067291581791]]]], ""type"": ""MultiPolygon""}",3155531AB0008,ENTRETIEN,15873,RAVT,EPFL,31555
"43.68975608508543,1.4482121244589523","{""coordinates"": [[[[1.444057441119997, 43.6874507280291], [1.444008785271805, 43.687208908537954], [1.444279759510727, 43.687270434010664], [1.44432483197134, 43.68728319256136], [1.444369132145152, 43.68729729102587], [1.444412525231446, 43.68731290763487], [1.444423947521386, 43.687317202086454], [1.444687299924213, 43.687415082542536], [1.445289482864476, 43.687642282369644], [1.445866787502265, 43.687857712349675], [1.446442950676684, 43.68807447436815], [1.446550341294836, 43.688115074573], [1.446822189237849, 43.68821549461669], [1.447229613660133, 43.68836994466985], [1.449723454734765, 43.68930735658082], [1.450076894896914, 43.68943865826094], [1.450982927730684, 43.689778550380616], [1.451350093364922, 43.68991705333735], [1.451481079061078, 43.689966426431006], [1.451482657232002, 43.69006051892522], [1.451487950228205, 43.69043327440886], [1.451480940945615, 43.69043093013563], [1.451192595398664, 43.690334531587176], [1.4509034762773, 43.69023956228033], [1.450838268574772, 43.69021834503312], [1.450670801024313, 43.690530095166864], [1.450662340051778, 43.69054591554764], [1.451439651818401, 43.69077191536848], [1.451336939281908, 43.691030520336035], [1.451217104283614, 43.6912838549752], [1.451009411540717, 43.691685087723386], [1.450785344623079, 43.69161214347669], [1.450657705112097, 43.69156254439022], [1.450581906551519, 43.69153326348398], [1.450292830394869, 43.69142172957423], [1.450120664370931, 43.69133264496844], [1.449818267156765, 43.69117916200147], [1.449754909754569, 43.69114833674876], [1.449600563814166, 43.69107569366146], [1.449550122888366, 43.69105431338976], [1.449474724440485, 43.69102368678916], [1.449297120808095, 43.69096819573887], [1.449026248720731, 43.69090182264868], [1.449018671289166, 43.69116548111943], [1.449011157695231, 43.691407175426264], [1.449004518444795, 43.691604951443146], [1.448998058588495, 43.69180489033942], [1.44899176999377, 43.69201311339572], [1.448982037103488, 43.692297987698105], [1.448843253659715, 43.692252558297405], [1.448616978844906, 43.69218858232352], [1.448183753774403, 43.692057197233616], [1.448197049898315, 43.69178839433028], [1.448212254527215, 43.69142995658812], [1.448229201945596, 43.69108594543687], [1.446469892226533, 43.69070703779383], [1.446538258241488, 43.69057022382917], [1.446618120438492, 43.69041096893095], [1.446650794843118, 43.69034569238268], [1.447646802852423, 43.69060120835711], [1.447872862542861, 43.690663473084925], [1.448122858039648, 43.690170721696916], [1.448278418198321, 43.68986394660044], [1.448029916398124, 43.68979643060613], [1.448002936760022, 43.689788867248424], [1.447865373729536, 43.689749304242625], [1.44772883488952, 43.68970840449603], [1.447634225648141, 43.68967760905889], [1.447482661945645, 43.689622464321346], [1.445876208749752, 43.68893808638983], [1.445979760699569, 43.68883739322223], [1.445849008888646, 43.68878864707501], [1.444090756768157, 43.688118679229085], [1.444130324468938, 43.68808482316405], [1.444134275714882, 43.688080735321314], [1.444144892692328, 43.68806827512784], [1.444153666268191, 43.68805488995007], [1.444156318943309, 43.6880482640739], [1.444160653566176, 43.68803391902607], [1.444162764119878, 43.688019274023084], [1.444163019285165, 43.688004514061674], [1.444160910985099, 43.687989812354374], [1.444136393269489, 43.687842299004615], [1.444057441119997, 43.6874507280291]]]], ""type"": ""MultiPolygon""}",3111600AR0045,BIO,104978,RAVT,EPFL,31116
"43.591312225515246,1.5212164900388856","{""coordinates"": [[[[1.522360039641564, 43.59110773675993], [1.522094105711769, 43.5912057033169], [1.521923339359066, 43.591266086797525], [1.521875685441006, 43.59128023739188], [1.521826271752505, 43.5912950946402], [1.520328884433672, 43.59173405519435], [1.520227215553523, 43.59158511490237], [1.520128053438909, 43.59144008117101], [1.520792517905358, 43.591267008891954], [1.522221773680864, 43.5908945962518], [1.522360039641564, 43.59110773675993]]]], ""type"": ""MultiPolygon""}",3104400BE0046,JACHERE,5780,RAVT,EPFL,31044
"43.57041669581233,1.5042017028101515","{""coordinates"": [[[[1.504285619097395, 43.570704388325545], [1.504538660162269, 43.570518886829525], [1.504139232671436, 43.57014002865584], [1.503852220918894, 43.57030204697743], [1.504285619097395, 43.570704388325545]]]], ""type"": ""MultiPolygon""}",3155536AR0107,ENTRETIEN,1552,RAVT,VT,31555
"43.655653611603285,1.343164562723128","{""coordinates"": [[[[1.342388272427483, 43.65508437155293], [1.342402871133135, 43.65510384403398], [1.342531215686178, 43.65527645997299], [1.342601986620011, 43.655368758077714], [1.342788687881824, 43.65561179815101], [1.343047042226218, 43.655955342278084], [1.343272061685357, 43.65624393496931], [1.343430668020628, 43.656448489650266], [1.343651337657108, 43.65636783695846], [1.343922298774134, 43.656261166683706], [1.343853666295855, 43.656158727381104], [1.343768725672581, 43.65604030039728], [1.343656997404092, 43.6558762996652], [1.343534728268678, 43.655698732530325], [1.343378923551682, 43.65546874127786], [1.343243990120031, 43.65527370605714], [1.343113409287159, 43.655082697640744], [1.343010187407195, 43.65494339632119], [1.342958805771689, 43.654904124765], [1.342869450688537, 43.65491635027106], [1.342763838357733, 43.6549519290863], [1.34262460015046, 43.655001966452105], [1.342501496423692, 43.65504242400959], [1.342454080106769, 43.65505812901272], [1.342388272427483, 43.65508437155293]]]], ""type"": ""MultiPolygon""}",3115000AE0098,JACHERE,8400,RAVT,EPFL,31150
"43.65890886169456,1.3393913728196472","{""coordinates"": [[[[1.339065307177052, 43.65932923502774], [1.339526894035936, 43.6591127815111], [1.339945754687288, 43.65892154998022], [1.339522328842143, 43.65840602895892], [1.339437132263229, 43.658506621348366], [1.339349880171098, 43.65861447610225], [1.33911248155498, 43.65883559142406], [1.338842166138442, 43.659090525537415], [1.339065307177052, 43.65932923502774]]]], ""type"": ""MultiPolygon""}",3115000AE0416,ENTRETIEN,4107,RAVT,EPFL,31150
"43.66217471403122,1.4130038892415977","{""coordinates"": [[[[1.411557212865346, 43.662135340022694], [1.41221451572022, 43.66221400121484], [1.412371921869696, 43.662232316521084], [1.412991126358488, 43.6623064301156], [1.413611602197325, 43.66238244466965], [1.414316141241207, 43.66246769013067], [1.414523596435129, 43.66222533966492], [1.414414136813444, 43.662212441116594], [1.414158235891379, 43.662182476546555], [1.413896630941131, 43.66215056435513], [1.413627088395404, 43.66211781356075], [1.413318058280616, 43.66208080272612], [1.412825711855655, 43.662021835387996], [1.412446329444952, 43.66197552648232], [1.412382036198582, 43.6619675145572], [1.412244540713446, 43.66195061576047], [1.412039169539119, 43.661925950790945], [1.411842351106749, 43.66190251552375], [1.411617730690859, 43.661875740130036], [1.411557212865346, 43.662135340022694]]]], ""type"": ""MultiPolygon""}",3155529BB0028,ENTRETIEN,6725,RAVT,VT,31555
"43.661733362720234,1.4141564912417166","{""coordinates"": [[[[1.413406407508645, 43.66175073258375], [1.413911135523056, 43.661812492254825], [1.414456153371208, 43.661879416358005], [1.414640925673524, 43.66190247866451], [1.414787975316158, 43.66192083243006], [1.414957608474777, 43.661723537620496], [1.414545243997556, 43.661673823830505], [1.413914351688268, 43.66159772900409], [1.413464283694211, 43.661542973571414], [1.413461513667168, 43.6615533583591], [1.413458775498068, 43.66156185131685], [1.413406407508645, 43.66175073258375]]]], ""type"": ""MultiPolygon""}",3155529BB0064,ENTRETIEN,2787,RAVT,VT,31555
"43.642498286097904,1.4128400282306377","{""coordinates"": [[[[1.41231027055772, 43.64289761878558], [1.412567910416813, 43.642918642770134], [1.412595660137302, 43.642893322082536], [1.41319007750065, 43.64228223628247], [1.413338312982747, 43.64213206456067], [1.413153426039149, 43.64204067385137], [1.413007840726004, 43.642188029781686], [1.41288869400343, 43.64231005578376], [1.412351280116444, 43.64285726810097], [1.41231027055772, 43.64289761878558]]]], ""type"": ""MultiPolygon""}",3155529BM0049,BIO,2039,RAVT,VT,31555
"43.661204483414686,1.4072717337318512","{""coordinates"": [[[[1.406689725406293, 43.661541341472244], [1.406888924078772, 43.66157721799889], [1.406871929705235, 43.66162634685033], [1.407186836575271, 43.66168073657745], [1.407250202218758, 43.661482621719315], [1.407287783893821, 43.6614887150355], [1.407642500914132, 43.661547612507654], [1.407691556461918, 43.66142011743866], [1.407737696207455, 43.661302229011916], [1.407768919394782, 43.66122206530074], [1.407893595923029, 43.66091464786856], [1.407411398198334, 43.66083122081503], [1.406980031955866, 43.66075275866229], [1.406917386628119, 43.66095785107655], [1.406689725406293, 43.661541341472244]]]], ""type"": ""MultiPolygon""}",3155529CE0006,JACHERE,6351,RAVT,VT,31555
"43.641739418708816,1.4096455052526646","{""coordinates"": [[[[1.409084552279356, 43.641202176851806], [1.409046252036714, 43.64145201652614], [1.409040399755702, 43.641624841333964], [1.409072576514919, 43.641733909217486], [1.409094921934892, 43.64180505202811], [1.409094873935598, 43.64180789069184], [1.409112204742616, 43.641866692595165], [1.409125916835323, 43.64190654170347], [1.409129662181123, 43.64191698006486], [1.409138327589252, 43.64194638191311], [1.409149595673414, 43.6419758033529], [1.409150793696648, 43.64198243651685], [1.409163379072108, 43.642010923629755], [1.409188637127451, 43.642062222203904], [1.409189915132774, 43.642064124861314], [1.409221640526767, 43.6421183138885], [1.409268459469521, 43.642207633981876], [1.409289869074211, 43.64225511484205], [1.409326744646694, 43.64231313041852], [1.409338060830932, 43.642339714972465], [1.409369882426815, 43.642388228426825], [1.409409305522038, 43.642450049165056], [1.409449974699844, 43.64251566618463], [1.409465330216572, 43.64253376669368], [1.409489541856256, 43.642568972703124], [1.40953674983967, 43.64263274950879], [1.409574983805854, 43.64268793894583], [1.409601789595469, 43.642723164393416], [1.409647633894703, 43.64279166120258], [1.409684542097847, 43.64284778481145], [1.409707404734115, 43.64288581694412], [1.409725156628191, 43.64291718372793], [1.409746431601954, 43.6429731805987], [1.409775238349774, 43.64304816061437], [1.409786530233382, 43.643075690018975], [1.409793982002414, 43.6430994054717], [1.409805750654106, 43.64309666312767], [1.410666498934288, 43.64295610265489], [1.410627248511155, 43.64288293106501], [1.410585625101755, 43.64279459940443], [1.410508472655779, 43.64264448110363], [1.410469254611234, 43.642569415809405], [1.410440146513438, 43.64251430167562], [1.410416053445728, 43.64247152837541], [1.410381699497316, 43.642418265020275], [1.410357512025883, 43.642382114293454], [1.410335911270691, 43.64234692994806], [1.41030530303312, 43.64230410488855], [1.41024917427544, 43.64222700842795], [1.410158533681109, 43.642107054783104], [1.410110047420858, 43.642041375571495], [1.410092224398684, 43.64201473766262], [1.410074408671268, 43.64198715461005], [1.410023652836042, 43.641899694619475], [1.410010979842544, 43.64187688504635], [1.409994593370875, 43.64184174349557], [1.409871878818643, 43.641606099512025], [1.409778081757578, 43.64143786602694], [1.409717185368571, 43.6413323482847], [1.409709678543249, 43.641312418416675], [1.409704703100395, 43.64129723875495], [1.40970228228075, 43.64128491913734], [1.409689101930146, 43.641126807035654], [1.409678461637031, 43.64097344705031], [1.409671296334657, 43.64076334654089], [1.409640850322886, 43.64029097881806], [1.409637637013001, 43.64007807165942], [1.409114210038688, 43.64014380277871], [1.409037563739593, 43.640285294549734], [1.409054144658045, 43.64049327410344], [1.409111225027916, 43.641023201748084], [1.409084552279356, 43.641202176851806]]]], ""type"": ""MultiPolygon""}",3155529BM0006,BIO,20180,RAVT,VT,31555
"43.623989755288726,1.4032149852936477","{""coordinates"": [[[[1.402323454125044, 43.62345120154447], [1.402323350128362, 43.62345782405132], [1.402322638313779, 43.623503232972354], [1.402323507220653, 43.623530676999174], [1.402328661217727, 43.623617765116144], [1.402328469340527, 43.62363006330245], [1.402330527777212, 43.62366508575377], [1.402332362108436, 43.62371430004366], [1.402336622476671, 43.62377488903733], [1.402338752687523, 43.62380518263372], [1.402339845665388, 43.62381843661869], [1.402341592128796, 43.62387332658507], [1.402342085923215, 43.62392536889768], [1.402342883033269, 43.62395754357262], [1.40234511462994, 43.6240644757263], [1.40234603180706, 43.62408908286768], [1.402347579012049, 43.62415721615888], [1.402352460786384, 43.62426133117072], [1.402355849769679, 43.62437773358881], [1.402356766955836, 43.62440234072725], [1.402357931712139, 43.62441086585726], [1.402358721393165, 43.62444398747251], [1.402578509371163, 43.62446472263688], [1.402803589128714, 43.6244798229756], [1.403018268844547, 43.624493893408705], [1.403117179855541, 43.624498493063825], [1.403244834020731, 43.62449765241632], [1.403379128901551, 43.62448835107542], [1.40352265888567, 43.62447155748309], [1.403636368580721, 43.62444600143939], [1.403758060538693, 43.624410105532455], [1.403853786771661, 43.62436831642606], [1.403927315303282, 43.62433013147445], [1.403978622820734, 43.62429743909361], [1.404047074732581, 43.62425069656782], [1.404102508562613, 43.62420384635184], [1.40414610542948, 43.62416446675056], [1.40418721154615, 43.62411749797481], [1.404236403621029, 43.62405356689092], [1.404256469852951, 43.624019670838095], [1.404283208724483, 43.62397542232169], [1.404315390894541, 43.623916081732034], [1.404324753133273, 43.62390007329027], [1.404348834437882, 43.623859588882716], [1.404367607033535, 43.62382473511149], [1.40438369869882, 43.62379553743774], [1.404057539564783, 43.62366417849935], [1.403931914736473, 43.62361867684386], [1.403292170512887, 43.623551908933145], [1.402323454125044, 43.62345120154447]]]], ""type"": ""MultiPolygon""}",3155529BS0028,BIO,14883,RAVT,VT,31555
"43.63368110500423,1.4074375593356299","{""coordinates"": [[[[1.406741295238716, 43.63341301838817], [1.407477756486516, 43.63387456560544], [1.408653002696943, 43.63461177486203], [1.40873889880621, 43.6345391971341], [1.408173413094102, 43.6341742822717], [1.407713839016933, 43.63385474149528], [1.407179945572401, 43.63332436519191], [1.406748505696291, 43.63276613473538], [1.406766807135903, 43.63286333295883], [1.406783136324546, 43.63298323308601], [1.406782888726799, 43.633074113589934], [1.406741295238716, 43.63341301838817]]]], ""type"": ""MultiPolygon""}",3155529BX0110,BIO,4367,RAVT,VT,31555
"43.63870930714924,1.411543760534899","{""coordinates"": [[[[1.412425633157712, 43.63879500699558], [1.412425871431358, 43.63879518671125], [1.412648473194118, 43.63858216340559], [1.412767025503805, 43.63846871581116], [1.412750194976305, 43.63846195457119], [1.411313199167187, 43.63796297125467], [1.411110590959604, 43.63817514145236], [1.411105251052751, 43.63818361308037], [1.410927819107744, 43.6383685529678], [1.410691319519275, 43.638666543861575], [1.410686002770413, 43.638673123504326], [1.41068598682741, 43.638674068527], [1.410638035722357, 43.63874179829904], [1.410603185477857, 43.63880490445484], [1.410586704991639, 43.638859646036636], [1.410583721981026, 43.63888422093857], [1.410593974981796, 43.63897891841404], [1.410602727858426, 43.6390026427308], [1.410630597095843, 43.6390539607263], [1.410659933211954, 43.63909393796637], [1.410673986929996, 43.63911202945862], [1.410758711765841, 43.639193143089386], [1.411057141841879, 43.63943873718371], [1.411121273339308, 43.639419393632785], [1.412016519524522, 43.639150431487046], [1.41204341710054, 43.639142790533825], [1.412059608073266, 43.63913512501196], [1.412076826412547, 43.63912632489952], [1.412093304016722, 43.63911564753832], [1.412111217918332, 43.63909945888153], [1.412424586104357, 43.63879423102907], [1.412425633157712, 43.63879500699558]], [[1.411829747960129, 43.63859258178075], [1.411828169693313, 43.63861054490477], [1.41185418859923, 43.638612650425216], [1.411855782830159, 43.638593740478136], [1.411829747960129, 43.63859258178075]], [[1.411092951667902, 43.63855723592697], [1.411091380494982, 43.63857425209941], [1.411114812866775, 43.638575389614935], [1.411116384033187, 43.63855837344216], [1.411092951667902, 43.63855723592697]]]], ""type"": ""MultiPolygon""}",3155529BY0012,BIO,16713,RAVT,VT,31555
"43.638829880771226,1.4144617425947192","{""coordinates"": [[[[1.414540989219633, 43.638935745539314], [1.414611999201966, 43.638978858650916], [1.414638270261757, 43.63895824880967], [1.414731708714265, 43.63888020132602], [1.414065346899584, 43.63863588651613], [1.414289249085289, 43.63878651488141], [1.414540989219633, 43.638935745539314]]]], ""type"": ""MultiPolygon""}",3155529BY0018,ENTRETIEN,575,RAVT,VT,31555
"43.63849763288424,1.4142636120936996","{""coordinates"": [[[[1.414065346899584, 43.63863588651613], [1.414731708714265, 43.63888020132602], [1.415045830206389, 43.638616893349166], [1.414442073173636, 43.63840193982954], [1.414063783800669, 43.63826545659331], [1.413346062774118, 43.63801256338481], [1.413417334875409, 43.63808956371973], [1.413663336156324, 43.638328166301996], [1.414065346899584, 43.63863588651613]]]], ""type"": ""MultiPolygon""}",3155529BY0022,ENTRETIEN,3890,RAVT,VT,31555
"43.634130558403385,1.4076386794606497","{""coordinates"": [[[[1.406741295238716, 43.63341301838817], [1.406753729148837, 43.63374853178377], [1.407262542248011, 43.63406013577009], [1.407795442840362, 43.63438713712019], [1.407834472935775, 43.634411229928745], [1.408444328362943, 43.6347878154695], [1.408653002696943, 43.63461177486203], [1.407477756486516, 43.63387456560544], [1.406741295238716, 43.63341301838817]]]], ""type"": ""MultiPolygon""}",3155529BY0043,BIO,4985,RAVT,VT,31555
"43.6359062066819,1.4107150082960582","{""coordinates"": [[[[1.410281484725023, 43.635860750773936], [1.41120666464608, 43.63619528045739], [1.411236486672513, 43.636204566406604], [1.410993944545363, 43.63596775580349], [1.410648812652849, 43.635694395246375], [1.410577859653063, 43.63564934664485], [1.410494895342594, 43.63570732823309], [1.410281484725023, 43.635860750773936]]]], ""type"": ""MultiPolygon""}",3155529BY0058,BIO,1473,RAVT,VT,31555
"43.64401105145237,1.4102458801947118","{""coordinates"": [[[[1.409793982002414, 43.6430994054717], [1.409863792254568, 43.6433024485863], [1.409888329061464, 43.64340010063849], [1.409899336113911, 43.643446550721606], [1.40990674005618, 43.643473103026324], [1.409925476668159, 43.64352529299437], [1.409951450123443, 43.643614443206346], [1.409963203407913, 43.64369685147021], [1.409972146738987, 43.64387574362246], [1.409967036316499, 43.643953285686024], [1.409962180246803, 43.64401474415835], [1.409958616848187, 43.6440762131969], [1.409943491427995, 43.64421138705188], [1.409939039414511, 43.644246357346304], [1.409922834964986, 43.64436732875717], [1.409918613016832, 43.64447136954159], [1.409910851829043, 43.644551727071836], [1.409907549965132, 43.64459616917144], [1.409904566400443, 43.644620744003596], [1.409902900204418, 43.644644382702815], [1.409899955878133, 43.64466612055387], [1.409890250367381, 43.64470388675068], [1.409869338888281, 43.644791704636], [1.409845833231744, 43.64487950305715], [1.409795868439792, 43.64499263024326], [1.409777012544136, 43.64503221332483], [1.409775536683908, 43.645043555716924], [1.409774028905538, 43.64505678814961], [1.409771203697328, 43.64507095851303], [1.40976973521321, 43.64508135216568], [1.409772195445963, 43.64509083478454], [1.409774671685215, 43.645099370583104], [1.409777203226382, 43.64510412078172], [1.40978100413401, 43.645110775309526], [1.409783551634816, 43.64511458048767], [1.409788694560075, 43.64511935398302], [1.409792527480816, 43.64512411487016], [1.409804106085325, 43.645133670629505], [1.40982465182718, 43.64515276244815], [1.410186518506835, 43.64520546844934], [1.410226313137863, 43.645128608363784], [1.410304354273141, 43.64496935027441], [1.410404638813871, 43.644803651495764], [1.410518579964614, 43.644597379751616], [1.410527959696379, 43.64458042590913], [1.410537387357278, 43.64456063340436], [1.410545465712777, 43.64454366887973], [1.410553743023151, 43.64451440636847], [1.410561979664384, 43.64448703737801], [1.410606149023858, 43.64432750087894], [1.410610323248048, 43.644310504309004], [1.410616012365099, 43.644279328351665], [1.410635937895646, 43.644170687104186], [1.410644373440357, 43.644131018316685], [1.410651443744701, 43.644095122531496], [1.410660179927983, 43.64403558803019], [1.410664425260191, 43.6440138626336], [1.410667543551279, 43.64398077347059], [1.410681794400372, 43.64381815395118], [1.410683650528425, 43.64378221712474], [1.410682690486663, 43.64376044720999], [1.410683792771682, 43.64368949733747], [1.4106826889976, 43.64367624160944], [1.410674132874334, 43.64355601374543], [1.410673164165156, 43.64353424370953], [1.410663918233142, 43.64345847765595], [1.410661537744565, 43.64344426634564], [1.41064246649592, 43.643329628441975], [1.410611443695665, 43.64314582557064], [1.410587515910412, 43.64300844054423], [1.410684180154735, 43.64299219991525], [1.410682934018623, 43.6429884054328], [1.410674022218746, 43.64297508742747], [1.410666498934288, 43.64295610265489], [1.409805750654106, 43.64309666312767], [1.409793982002414, 43.6430994054717]]]], ""type"": ""MultiPolygon""}",3155529CA0037,BIO,12801,RAVT,VT,31555
"43.647335284653586,1.4083294167174165","{""coordinates"": [[[[1.407325621514026, 43.64716931710301], [1.409307570932756, 43.647659566415086], [1.409334729980607, 43.647504621820026], [1.407376252914494, 43.64701362117562], [1.407339313344131, 43.64712685460964], [1.407325621514026, 43.64716931710301]]]], ""type"": ""MultiPolygon""}",3155529CA0004,BIO,2913,RAVT,VT,31555
"43.6445393872161,1.4124068849004423","{""coordinates"": [[[[1.410186518506835, 43.64520546844934], [1.4102159900444, 43.6452070564052], [1.410279754605192, 43.64521135902625], [1.410411000611653, 43.64522052296926], [1.410493306768053, 43.64522093382158], [1.410762645233614, 43.64522229041356], [1.411322924888708, 43.6451945340258], [1.413808488968686, 43.64507047116453], [1.41442198431412, 43.64502440772467], [1.414577093923733, 43.644994847586105], [1.4147076372107, 43.644954255860135], [1.414782794106932, 43.64477028554283], [1.413785265379137, 43.64482461024096], [1.413654202826647, 43.644832767613565], [1.414097399311956, 43.64367949561058], [1.414117727005574, 43.64362856935161], [1.413556234701868, 43.64361214645526], [1.413187935013222, 43.64360018076539], [1.412633203151404, 43.643582412961464], [1.412476969390194, 43.644249107711886], [1.411917302049679, 43.644212373031344], [1.411349803949459, 43.644177465375165], [1.410644373440357, 43.644131018316685], [1.410635937895646, 43.644170687104186], [1.410616012365099, 43.644279328351665], [1.410610323248048, 43.644310504309004], [1.410606149023858, 43.64432750087894], [1.410561979664384, 43.64448703737801], [1.410553743023151, 43.64451440636847], [1.410545465712777, 43.64454366887973], [1.410537387357278, 43.64456063340436], [1.410527959696379, 43.64458042590913], [1.410518579964614, 43.644597379751616], [1.410404638813871, 43.644803651495764], [1.410304354273141, 43.64496935027441], [1.410226313137863, 43.645128608363784], [1.410186518506835, 43.64520546844934]]]], ""type"": ""MultiPolygon""}",3155529CA0049,BIO,38337,RAVT,VT,31555
"43.64690477539799,1.408118059749824","{""coordinates"": [[[[1.407467258272925, 43.64677499570384], [1.409384158680757, 43.64725808639629], [1.407510370662759, 43.646683575109556], [1.407502585560685, 43.64668161886378], [1.407467258272925, 43.64677499570384]]]], ""type"": ""MultiPolygon""}",3155529CA0006,BIO,898,RAVT,VT,31555
"43.64631383653633,1.4065217678433615","{""coordinates"": [[[[1.405473750302881, 43.64619308252709], [1.407502585560685, 43.64668161886378], [1.407509442445254, 43.64666395175922], [1.407594884016934, 43.64644394911573], [1.405529786990836, 43.6459416342458], [1.405489253197981, 43.64611822794768], [1.405476638246636, 43.64617489270305], [1.405473750302881, 43.64619308252709]]]], ""type"": ""MultiPolygon""}",3155529CA0008,BIO,4814,RAVT,VT,31555
"43.645650920313436,1.4067780368746867","{""coordinates"": [[[[1.405529786990836, 43.6459416342458], [1.407594884016934, 43.64644394911573], [1.407661116272291, 43.646290273661755], [1.407674616847936, 43.64626010740747], [1.407796524969326, 43.64596118302703], [1.407812786963216, 43.64592063372055], [1.407917075137043, 43.645666031573356], [1.408046052863869, 43.64533121126195], [1.407122215389834, 43.64508615853364], [1.406594703943826, 43.644992894294695], [1.405648066953527, 43.64512420203998], [1.405631717994301, 43.6452536871059], [1.405619879052952, 43.645344418252286], [1.405602268033517, 43.64547105558939], [1.4055843940653, 43.64561472162664], [1.405529786990836, 43.6459416342458]]]], ""type"": ""MultiPolygon""}",3155529CA0009,BIO,22703,RAVT,VT,31555
"43.64872896672805,1.4046358070043543","{""coordinates"": [[[[1.404278774590446, 43.64887760492639], [1.404936153774882, 43.64900033215253], [1.404958561578459, 43.648566241485916], [1.404372660634632, 43.64845545604748], [1.404278774590446, 43.64887760492639]]]], ""type"": ""MultiPolygon""}",3155529CB0005,ENTRETIEN,2441,RAVT,VT,31555
"43.64819730945705,1.4066197342268583","{""coordinates"": [[[[1.406423273999982, 43.648312618738125], [1.406640085009093, 43.648352982767115], [1.406793374424412, 43.64838262304631], [1.406862126196053, 43.648234645237736], [1.406928060347201, 43.64810083597772], [1.406879903053753, 43.648097601713474], [1.406757644490505, 43.64808335251966], [1.406563872939319, 43.648060001687995], [1.406423377023851, 43.64804560174745], [1.406398639662549, 43.64804445255854], [1.406388226809766, 43.64804342148371], [1.406375187682247, 43.64804426091029], [1.406362132541925, 43.648046045354164], [1.406349029268863, 43.648050668452576], [1.406338544885767, 43.64805436798625], [1.406330623969855, 43.64806092595031], [1.406325259135811, 43.64807128928345], [1.40632636942758, 43.64808359809322], [1.406423273999982, 43.648312618738125]]]], ""type"": ""MultiPolygon""}",3155529CC0011,BIO,1238,RAVT,VT,31555
"43.64738259317512,1.4054391489606437","{""coordinates"": [[[[1.404905006451583, 43.64740584331588], [1.405264885814892, 43.647472191802954], [1.405730006945529, 43.647557382069], [1.40592618205072, 43.64759328962481], [1.405927569878474, 43.64758833408835], [1.405928998364566, 43.647579830412425], [1.405930642770552, 43.6475580837535], [1.405934763023624, 43.64754487116757], [1.405940247541644, 43.647526940380374], [1.405944494844761, 43.64750521338542], [1.405966435534652, 43.64743538074737], [1.405984152351929, 43.64738538134393], [1.405397453232981, 43.64724242475429], [1.40499468112192, 43.64717004785623], [1.404905006451583, 43.64740584331588]]]], ""type"": ""MultiPolygon""}",3155529CC0015,BIO,2197,RAVT,VT,31555
